solution index,tabu size,T,Tf,alpha,K,neighbors size,neighbors percentage,greedy Z1,hybrid Z1,normalized hybrid Z1,greedy Z2,hybrid Z2,normalized hybrid Z2,greedy Z3,hybrid Z3,normalized hybrid Z3,greedy multi objective value,hybrid multi objective value,normalized hybrid multi objective value,w1,w2,w3,weighted multi objective value,optimization running time,open/close status of facilities
1,5,50,1,0.9,10,12,0.25,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.077,0.171,0.752,0.5561862764874713,6.94,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
1,5,50,1,0.9,10,12,0.5,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.077,0.171,0.752,0.5561862764874713,6.72,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
1,5,50,1,0.9,10,12,0.75,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.026,0.261,0.712,0.5093866877605361,7.34,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
1,5,50,1,0.95,10,12,0.25,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.311,0.455,0.234,0.28625270987316154,7.7,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
1,5,50,1,0.95,10,12,0.5,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.311,0.455,0.234,0.28625270987316154,7.78,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
1,5,50,1,0.95,10,12,0.75,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.201,0.514,0.286,0.28085873561573255,7.52,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
1,5,50,1,0.99,10,12,0.25,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.37,0.24,0.39,0.4161841892050552,12.13,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
1,5,50,1,0.99,10,12,0.5,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.37,0.24,0.39,0.4161841892050552,12.38,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
1,5,50,1,0.99,10,12,0.75,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.143,0.494,0.363,0.312254526994552,12.66,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
1,5,50,20,0.9,10,12,0.25,-846018490.7851988,-846623572.6006135,0.3834410684984663,3517511.0009806533,3542016.2615409126,0.00776829985133414,93538905.99087384,90957430.91510019,0.6985810305033395,-747208700.9429096,-748871498.1272267,0.3049286100706815,0.207,0.421,0.372,0.34251489876383645,5.85,[[1, 0, 1], [1, 1, 0], [1, 0, 1], [1, 0, 1]]
