,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,16.18094067486646,15.440188422352827,18.51309562586187,16.696939160535376,15.134651324401574,16.872570466965456,19.049923128930494,19.987328780382132,16.82594711919393,18.728137233532994,18.988223458882157,16.27149495989467,16.48069517809531,15.22096275235093,17.258216942420383,19.59545600969059,15.356276617737102,19.686241287552082,16.450715479005314,19.925796085668424,19.827056630381875,19.068833166254514,15.56200994341747,19.542449834767336,16.96851976502119
2,15.581646462713863,19.46384355533207,17.614774097378287,16.925453807717226,17.985704139141518,16.791309225697923,17.054334915421183,18.904708680700388,15.842944054704754,15.276931424971957,18.964732294254016,19.01694733596996,15.409081416005424,15.897472021353321,19.041572131295823,17.00002862157986,16.407539295425472,16.335532370503035,16.466693132969716,15.722497789287143,15.89804162252172,19.29394753501237,19.521163056616057,15.053059389427563,15.660610764503325
3,17.000645089200194,17.469133113496568,15.08598828364744,18.573123017599023,19.817401991007216,16.014559422910956,17.40473085544169,15.263815401562793,15.552362117867728,19.02878308226805,15.15510023601861,19.590409674561535,16.872459037083797,15.44921897785023,19.51752458635521,17.54508894255715,18.595085564552814,15.710029934508027,19.9293637264786,18.022507183710808,18.03213093569683,15.763977003322921,16.50745359813578,17.40206001418239,16.29757979475138
4,18.49236377952779,16.835122318426308,19.59317933837761,19.46649258741541,17.915756747720366,15.637618215866562,16.072604443547505,17.043641303931874,17.243619388362195,18.258777237539675,16.81061697252703,18.39574336271379,15.274351244596602,18.674724365319232,19.86533845307332,15.345133852727876,18.99270919094342,18.274428989228607,18.00317361838226,17.470173871247425,17.328460144022493,17.67449943857925,18.25327872455494,16.685352534931578,17.671884822742655
5,15.723950759216402,17.655145181805075,16.1163643160033,15.895630978521814,19.5230067100757,15.642033103568517,19.40618730006099,19.66542379089831,18.753990780211755,16.36561325136639,17.782490729192507,17.943814339365087,17.726343851857568,16.828093173951885,16.634186942236056,16.864446715495692,16.665274792411545,17.49182333171946,16.260830355029352,18.756268437119317,15.510897002497508,15.091701629946629,16.062947919670826,18.026068819485882,17.48211650126148
6,16.009135541814636,15.280859910399073,16.18537766427329,19.69862363250666,19.446280650857076,19.797671537340605,15.401301503228241,17.888967925207393,18.117367566784836,19.660121964804965,17.862233838585112,18.492371224482074,16.143363382594035,17.188576484290962,17.92294119936305,18.220448361140242,17.330686472231513,17.03041205047622,18.38944301215698,19.35952385028737,17.94338557615956,17.086637493750068,19.10733374350647,16.34414993977077,19.16892565988697
7,15.32634844056677,15.716143699229232,15.381245000400384,18.874814872537684,17.72501517006991,17.839774106870447,17.71659757745112,16.023820616959945,15.05057534699589,17.430019210807355,19.05112372216765,19.229046971890064,18.688234150375763,18.7292775309044,16.30497320263425,16.783963523314583,17.50748879649329,16.785142630528714,16.24960372026364,17.61297678057863,18.877190867734456,17.237398427016327,19.37965082629174,18.33697864338448,17.929277527838288
8,19.646387589309157,15.849328598801494,17.040634987759397,15.764696294629896,15.972891761512386,16.41019447774278,19.94382913065501,18.237819018157573,16.13608520842073,19.329702158070265,18.005905030041465,19.31039209985277,15.457620950338521,19.631551081820128,18.10626068617008,19.576403802845313,16.860291635724128,17.735148887685124,18.95671414019604,16.704510357175835,15.626659196648298,17.437078399879653,18.86977935293413,16.831987009469195,17.173880573265293
9,16.472619367133902,19.244971801575147,17.560206046403266,17.700965955559003,15.862892160652855,16.957425538669703,18.72971870921421,16.639979315562574,19.787209913255843,19.269879469572814,19.573055920091264,18.705574904734995,17.526761141908302,18.70389975561521,15.77954905557555,18.877918258556512,19.799462412897064,19.068381508550264,19.774292579760157,17.922916170239294,17.994289342977385,18.642215338211884,15.499254949338507,18.058672392516783,15.895569197245393
10,17.672780058113396,19.37846653742887,19.876174815288657,17.668579567419357,17.084745183432698,15.445322442161897,17.864383005194146,18.685819901034154,18.90085577508832,19.096342084178637,18.58417366388919,17.26353677897888,18.536548945664627,17.28353929059163,18.986379903250274,17.512823381141732,15.401261487979475,15.059366741545007,17.248965245149037,16.959883926367834,15.99895454933007,15.307508216153462,16.966810559241303,19.882807954625996,17.86214922694772
11,15.081631730804737,19.47257776404824,18.27243197334546,18.036591516090116,19.62566172016513,15.233563885713579,16.456911092340565,15.61882759022358,15.213908192691383,15.823781378348926,16.02105396667163,18.035149507425565,19.027725302794693,16.071487533638916,15.000709327931407,17.668593725938717,17.855089834579704,16.784954876958,16.238374792339275,17.194205504332956,15.940017570203501,18.463226414152825,16.22447299146552,16.792228577860392,16.7860023390165
