1,913667.1408260812
2,1058924.257264352
3,1086707.3810790763
4,553206.6992125339
5,530859.1307096825
6,508310.4053141755
7,690564.4042992704
8,914417.5730046155
9,906942.3304779814
10,1014959.579723277
11,931030.1075280014
12,548537.798739354
13,760225.6192371061
14,783917.4232495383
15,627197.430773132
16,655544.9610055764
17,704484.9854731766
18,983839.5316183389
19,589313.560800792
20,838478.6036471259
21,500237.9253594938
22,744459.2834494951
23,1085858.231084127
24,493802.4580330366
25,1030271.4394371095
