,1,2,3,4,5,6
1,11384.436423757264,5689.575751905755,19660.3255876559,7308.809644908629,16841.50563101271,14869.55645307137
2,4144.016390873384,20117.64978959446,11532.179551575951,9614.672679060877,8722.29889702139,7132.545163986634
3,12876.422086192426,21517.413754145444,7805.360343085643,4133.064901671643,19625.484340611332,7749.176233547251
4,13623.81676529447,6261.2334736934945,25095.76621585303,13593.244306761384,4306.043335826773,6722.686540172266
5,6378.919482005822,3142.8987894330776,17038.629904885496,11481.046494866825,12105.696414740405,20345.219891920977
6,5556.143745698063,12216.542630358477,10002.950467431818,12252.035431047963,15955.856973963224,20693.058764861962
7,21969.529863203497,20774.66141714581,3982.9000390682736,8532.96778370874,17572.640582047457,6970.02036814229
8,6941.28276093697,15653.97893665158,27627.946863119218,15125.42639492394,20648.16712774081,17557.336634850722
9,16626.690596634457,5322.508796363061,18522.209201441143,23410.82535735664,22598.29682586275,10599.347869299954
10,15612.126253331977,12369.544918518206,18117.26400342951,14513.624787830015,14650.681133553924,17477.937531678806
11,25567.837472058756,12880.915496991067,10317.66285695047,14469.938240305359,9426.052942384547,17035.5864104203
12,8231.047852719885,15746.397842898426,10732.832114183157,8267.020977714177,12539.727870899187,17890.537317130613
13,12213.572541407984,6101.285311602481,11178.51597041851,2707.5176066858203,18650.666890368586,16207.721032927875
14,8980.091554752562,12640.29674164153,12890.64141641334,13906.947652498178,4225.689480226744,15693.601776665082
15,4470.904064919962,7890.440468308627,24328.254492875018,3886.5093343165126,9045.14251535278,16960.472033213264
16,8404.372793185044,10991.178326964704,4897.025926766849,16331.878712548247,25701.65468997603,15924.850044177758
17,18958.94151246462,21356.151430201273,18313.12180279633,27899.12241330951,19925.688661629618,6371.389312503151
18,17583.416087688773,12350.915520432345,7860.927577021136,9010.956474115865,12569.523946190528,4689.443211012111
19,9201.840280808228,19267.02503668856,5278.958623361307,18638.83406260006,14347.787781587467,16110.65591590541
20,2937.813473599122,5468.40153053368,4412.295151528191,12125.75448379078,11356.126002257442,10520.361114267194
21,12764.395983904018,9087.290257370072,5537.528645367964,7447.130302268388,18537.40978553131,6988.8154460703745
22,10084.072532289329,7957.5183831775685,13260.830032369442,7861.596711885583,7516.89591912508,5046.328602149463
23,4173.706059045967,13457.937528619288,19425.254407804016,16964.045869329417,7897.940550450387,10699.802875299463
24,3066.542744642325,15468.572719832518,10342.637224087843,4908.085384625459,6822.948147825202,8093.438600802528
25,15320.532094983415,26995.700035215606,7951.158345852407,4718.586136672201,7928.467045456635,10307.992165065327
