1,21443.76435930063
2,21880.234060619354
3,22176.0337908269
4,21847.548698713425
5,21856.797184513332
6,21507.393986741277
7,21995.145244255014
8,22129.99215281593
9,22439.901847008416
10,21573.193527256044
11,21528.76862342299
12,21503.47840760945
13,22263.67985579133
14,21839.288986826246
15,21779.677543613823
16,22035.659319956303
17,22379.496595799686
18,21786.829234112778
19,22107.7344495198
20,21882.170510371885
21,22343.021639221726
22,22026.791431604343
23,21523.193348636134
24,22219.996714530647
25,22304.756957773883
