1,47615.81444428823
2,58553.90599686458
3,70952.70649375244
4,76251.33180907748
5,45660.72018947618
6,49798.91376102051
7,66712.0282034986
8,40486.813132633666
9,79428.09167329894
10,45456.36400186939
11,63544.542119695936
12,52042.55638246102
13,51834.04449573162
14,71386.48800809431
15,75467.18583230318
16,51592.86436901728
17,70532.07822351574
18,62696.799597537596
19,58588.39967667889
20,77937.45714654902
21,50453.25152616292
22,52445.42808548583
23,64450.53413381663
24,40649.453798889495
25,50795.731564502086
