1,22100.14259268846
2,21707.827997082804
3,21409.389506639964
4,21311.45250354952
5,22190.066200993646
6,22008.07592872184
7,21498.98005941237
8,22469.940019047754
9,21259.00041022409
10,22199.911985830797
11,21573.699277140666
12,21921.50437932179
13,21929.23398073316
14,21400.825321294153
15,21325.07922346822
16,21938.252532070157
17,21417.794605216375
18,21594.97774434929
19,21706.822520359863
20,21283.08009603092
21,21982.03281206057
22,21906.743898381388
23,21551.577521334006
24,22460.057655257642
25,21968.669353113197
