1,129449.04936559961
2,114435.46062335203
3,112021.09209997472
4,200764.26070462583
5,208373.8909535461
6,216730.18485268304
7,164809.08569487015
8,129359.22816030051
9,130260.59390931448
10,118526.09108558239
11,127407.91215174794
12,202302.842629659
13,151539.89745879782
14,147564.45645189824
15,179439.42862892832
16,172544.83818562882
17,161947.66682335138
18,121642.59189250896
19,189688.95109780683
20,139263.6276764017
21,219904.87512144432
22,154325.68069625544
23,112093.05334468887
24,222510.13005955864
25,117061.79961140646
