,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,39.74133816692977,37.20094794239003,46.725858546222334,43.712985940259266,38.447578870952526,47.13690973809129,41.47778086612605,40.05767805232105,40.99520525026302,40.085015282624674,51.1935731009182,43.951066400991195,36.92537809694046,38.19465894873,37.72843351594241,51.387691425624105,42.71872470437158,49.47471448194321,39.16744251439974,40.98460996723791,49.412757310390404,44.429015172274354,42.384060443262655,41.86672861468497,37.079300929927896
2,39.51304834680105,53.5739784845322,46.69379795185285,41.56812601834584,46.12504451143022,33.816158623114084,41.2188800578831,38.67132255960009,40.27772314458763,36.56247674718129,47.680636271015146,45.329019200399756,34.44177050621096,38.60995865392947,50.213621265463445,41.55966755061351,34.26076009118373,39.31028358719849,35.141045079651235,39.81112481540328,37.875545976749464,47.45143934733915,51.56361257917457,40.29170053326835,34.16531729091474
3,42.98692299229753,38.00525315791501,33.77164463883443,40.246608680591066,45.719683712781716,40.37777109646302,36.28743019332737,39.397644254522625,42.20414266211245,40.80832140026284,31.569469448556564,46.18780256964874,37.42721911381083,35.52636803105809,43.15845093852545,38.24558429338975,40.20697941139588,37.06779853175575,52.289078771412186,47.5825401562882,41.378960833904344,32.37664280194951,36.19950116394782,40.74818135581118,40.62210309919917
4,50.18280127886483,39.62954600265569,41.84116829742972,43.84466708521401,48.826410466066235,34.46853973030881,38.93381704517134,42.326374551145506,41.8797719282981,45.75819845051764,34.84976734622342,41.09662501025419,41.564039021485485,46.219838019392235,52.52741488701937,31.894621813053625,47.51551196880358,44.23265587827456,49.891893320654056,43.86796671159583,47.19154655369876,45.99412029146966,48.644733212232815,37.645844482225016,46.72953520221661
5,36.90116114680397,37.65091725567282,41.65859239602745,32.42402440796622,52.15744708572288,34.08194077595544,52.8671350247447,49.71510459123466,42.37754684569861,43.142865539733265,45.369921758808644,44.377192683441834,45.58522960664607,44.75565896047321,45.675847912002254,37.066017607278326,36.46864427301848,40.89929487296136,37.985894247645085,48.50438517618319,40.129744345751426,38.33146374504956,38.68687761919833,47.54265490748877,38.732932558031294
6,37.46492844477046,35.099704524326015,39.68406602258089,51.692596798734435,43.66150437868103,50.704087038727096,36.638263337352846,43.89811504312406,43.233568442066776,46.84949597554719,48.756346350953535,43.547113485917954,44.662518760119816,45.89178382740358,48.1390604048847,46.50858828763192,35.19840368770276,45.0041959638772,49.43571526029455,41.636926252823756,37.119814774155685,36.999429937833895,45.039585213193604,45.03669484179302,38.703787082728226
7,34.45959407018852,41.485630936249024,37.966854454699664,41.22758970631954,46.7183235367139,43.84610276716399,42.519235616493816,43.32278162585481,38.992234106520364,40.03796935562611,43.29197889921138,47.73956033340359,39.137721494938276,41.93707564655926,35.45030803525156,38.70403563412546,47.706379965999716,46.308046255954686,35.19276607836294,39.34844460220558,52.540103024484246,42.60517341701766,39.93256676514095,48.937545265272064,44.70345361783538
8,45.409279052321246,41.35421218621094,39.718386629856035,36.147615801973984,39.674021897394034,42.907485281810345,41.15355729768923,49.85193147017828,36.64730653625224,48.07581958281559,46.53348575113724,41.472521819472355,42.5929346068251,45.85803017248928,50.61929470571853,44.04073643297461,36.714302703665126,48.734542963219255,40.97899325014694,33.52043821664546,34.029396279604285,39.33802641823446,42.598607699793014,34.723395842433966,37.77988898107186
9,43.12047066285129,53.10862512978699,35.84015473453134,48.76367155159669,32.2467090285093,39.387585373645585,47.29797785968316,38.24771480435888,49.62870993040553,51.00658077777088,48.228993905904396,44.43830240986095,39.60400681615402,47.83299394203462,42.886222708678694,45.36471791686028,41.13062563495753,49.996847168556805,47.27180257866487,36.48928093225303,45.67898838391418,40.19237428358001,40.05156544465457,38.178879284168474,42.4441197285707
10,40.769928649987186,52.28262418674139,52.38405133145853,39.368371288637206,34.19115948480341,37.65611434102332,49.437681189099244,44.904889102294945,46.710856386860556,42.518240931880186,44.28691235474348,38.95336468717019,51.23149014536825,40.709399025969404,48.028127337056915,37.3200892227253,34.60415885973968,31.596017586877085,37.08008616509524,47.285314172048345,37.20868986967583,39.027998322583436,38.759557275859784,43.758998011985206,49.51848261477845
