1,114005.16080243803
2,164767.95572571852
3,180993.1247230207
4,132581.6698969651
5,156641.66558845644
6,265534.5908030054
7,166116.82302493448
8,254279.01365109938
9,137557.38209361816
10,135253.95863191003
11,236491.65243800558
12,184022.86567007474
13,135445.07537572447
14,176947.83846364406
15,260846.72031578785
16,125158.19310494604
17,117831.25829392277
18,116345.70019845924
19,122906.47979784851
20,240133.82128767975
21,131880.7297796199
22,150209.6789548163
23,144633.18625304502
24,228195.94212787104
25,154977.4457687209
26,138066.62662226433
27,161138.17302550373
28,258865.98893499887
29,138558.71308539656
30,262942.2312467444
