,1,2,3,4,5,6
1,91339.69286538867,92103.74655161772,92160.75022642463,75896.83343389531,87070.4626806921,76749.86212038995
2,93108.40250690654,86361.61050641758,75902.56608431702,82687.06763879416,76916.84378231505,81880.7846913502
3,80229.97160622387,85143.617450518,84495.9450716682,80339.92515445912,81504.77379903516,81533.51575163701
4,75787.45247495147,94366.40430267646,93172.71935757542,76044.1706393995,81833.6180521686,78356.29626901273
5,77958.55103635589,88304.34624501091,87080.85395010027,82992.2531403632,93758.41298724838,76433.89423714916
6,83128.71871200012,91732.17128469332,88113.8916143912,76209.52256681233,88350.09542707843,87843.7027043873
7,88777.8766700922,91488.86888010529,79875.45283452338,81541.24794577762,81480.23376618949,86555.77764258119
8,81266.58959253834,82546.39507061958,87225.77341256531,89242.0378194365,81544.00595416102,82306.36141071856
9,88051.70135327305,75701.81804295238,77754.84020105547,79156.40297181728,84250.63610342887,92403.68445196666
10,85905.96605424526,90824.10876823998,93236.04746018203,83283.43813658164,80314.97949747313,82562.3067293767
11,85363.14414132226,90821.52520352823,87522.52643924515,81211.04584855892,90516.143138235,86245.84931511314
12,83916.45683221243,92987.89569937959,91727.18185539664,94420.66567990572,92457.36625626248,75657.20374975727
13,82419.06037643577,94040.51986783539,88080.11917577253,90174.64504993774,75070.54883441541,77848.08835641827
14,93644.05344682434,77746.98484338402,86448.93346931161,89184.05348103412,93915.05467144828,75485.16970278877
15,88368.87879083972,83702.19554775108,76428.01395674153,86759.79189216587,91701.16880655932,75480.7910832529
16,83730.15458575395,77237.15310512343,75956.1154605146,89634.61927594253,80456.41164358176,79859.67299651449
17,91966.4618066586,89314.43652163546,83411.98526676618,90241.3865434541,91810.76957990661,90504.8199192184
18,94505.04113399319,76762.21531095268,84959.94173712996,94750.22148651516,91308.88689598795,77734.40190492204
19,80637.23579301542,88249.84210709635,81414.56423995193,81586.89088635218,79267.14613020254,88776.18129488088
20,92316.98322154641,83280.97703342703,83872.20989270967,87696.10081704627,82014.76129170838,79773.79998170215
21,80339.20721851959,92914.86437856001,91493.00436541591,82217.63488787744,82935.95092432163,92913.7646547627
22,81558.19947119884,86432.39621743196,77669.86749842158,82296.33762142308,82175.30871068499,94706.74925322675
23,80509.66393684021,82278.5564072983,87988.7717461818,92316.0002337742,83306.50872968206,77601.65217613442
24,86156.09276412972,78808.27823545285,83553.44667544651,85310.86169865984,79715.37919672338,88330.54136129562
25,89045.38721999782,94373.97910320484,85185.12882030159,92908.48935237872,84383.25178011371,92021.51826063746
26,81058.9367877402,76437.25329399417,83932.3359951598,94147.01957425152,76755.47387213209,80751.52812843228
27,91766.67179174713,86255.04372016911,86872.53074650968,89617.47494050681,77372.08879931597,80837.97429059641
28,92906.35935892939,84613.12102026127,75725.03187301838,82769.21502118587,77914.3625000182,82889.15523862137
29,87078.43449802142,78778.38528629545,89205.89984121232,78088.25864249705,84344.86246966921,93773.1279835912
30,90849.07242691578,90422.81906749816,76452.93699743894,93478.1627797201,80513.38664667087,85839.34326804473
