1,68118.0949243075
2,68354.78996137773
3,40857.35598217538
4,66902.97918682695
5,50271.84529758604
6,58305.33135098085
7,42106.81436727376
8,41698.52718773347
9,43152.661519218585
10,54611.712481523995
11,46230.12673379225
12,46168.76343985222
13,40383.14339498238
14,62912.45364238023
15,49580.184385579036
16,53784.62169284343
17,50237.14132320226
18,68006.78480805267
19,61254.400812318636
20,40319.6461786485
21,56952.684894613674
22,63200.79640997725
23,58287.845067495946
24,45367.8277317237
25,44083.153882577506
26,65824.32207656639
27,49090.16960820163
28,55405.13781344626
29,67821.98371964104
30,59067.12807560107
