,1,2,3,4,5,6
1,80427.04116461008,83362.42644009809,77459.27408225386,82356.5756862662,85124.01413811234,86672.49796712732
2,81459.98970602274,89357.71302223389,83743.26222451427,77838.26348571047,77129.49293556405,86653.66369973379
3,81230.5879605212,87136.62851555241,82765.15185713355,82720.27505464749,75596.35523042554,78834.90928404508
4,79902.4366419305,87580.377899929,78237.08268059768,77469.18717560836,88827.2985822776,88858.46544082224
5,77903.07593141186,79834.74854216725,75605.47635054983,83403.10566966624,77745.15330358257,81550.13070481921
6,88891.92651022878,87833.16093029015,80559.69761378622,82070.05535969531,77683.87072463451,83139.71971771125
7,78901.22981541639,78443.8897196041,87642.84384564025,76620.86322657974,83529.11197397213,86108.50987358086
8,76303.4091767125,75401.00037024984,84223.91579580138,77770.61964267075,79682.77222502758,89167.21259167705
9,86636.23898386485,84380.73283429655,75535.78109491811,79522.74208196052,88567.49643485146,84174.06658690839
10,80421.98342917634,87967.72706450659,80315.18379362627,85300.8441418279,78848.78907159955,78024.39248118483
11,88367.51380890534,86041.5634229726,77279.2326872558,87938.9221423573,82283.19651259827,79986.34403654897
12,84557.40552401377,82767.00851746302,75264.47987665427,76106.87780283074,85657.43527065786,77726.34479879025
13,75122.33003157208,85477.27755481027,81470.27531374083,88383.08751099386,75288.50073365007,79991.88380378339
14,77045.95405719659,86988.36411749136,79072.51240034573,86473.96565208671,78895.23343816443,75163.16311302669
15,77991.5553242366,78592.22674152271,80175.69230722758,84100.47706581236,82984.42005781966,81468.31579092763
16,80975.01430137838,85452.48230931969,80564.73887704579,84710.82851974313,84476.41141868624,78726.74861316459
17,83312.74444492211,77148.4817726475,78018.84960882559,85617.39685457326,79143.25838376395,86010.58870573503
18,76562.1718995073,83763.51500988152,86349.666146624,88125.92984787303,85636.05903156793,87463.99428404999
19,79470.66726730239,86023.4237194105,89049.53551592496,85831.90325752523,86400.20532032482,81816.29786777828
20,82730.40108588977,82553.35762002457,75361.69095667271,88400.93234515557,84701.10310196936,80336.37896131664
21,80761.23266004887,81997.42538178063,79988.8574674197,83970.30231312271,86530.67883569346,76097.69862677585
22,81675.07622316662,83619.87727323308,75132.75712595144,75338.31202860923,82397.14024076957,75065.15924353317
23,78758.96982227311,82047.77757558033,87683.11380773647,87868.01570585466,87427.79402855442,85621.58199413179
24,78759.87205255228,87575.41677719282,86095.83518258185,83864.06381530524,78580.44808018518,86565.66161258984
25,82834.68129631267,85915.10422322321,84271.85305537294,87145.32890807145,84158.86637722484,77402.63053557691
26,76604.14439669282,79296.05200558419,87536.0730680778,82961.9372422475,87935.56227313375,79701.11027565261
27,75339.95215552031,82355.01756287144,86375.84041158188,86044.91635880448,75459.4367357029,78616.95613895169
28,78440.5980155324,87957.3432069251,85367.0867360737,85451.31510286884,78013.39553898017,84218.97770410466
29,83135.83095524089,81191.36360538962,81096.25644785083,87941.78278809188,82874.94020964894,79878.24862297993
30,77295.7182004404,87690.25445534865,85157.46737014705,85710.49962782192,79333.46890198393,85758.12113739991
