1,21468.03870705896
2,21462.955267019366
3,22447.5396803363
4,21494.70174894229
5,21989.18498829805
6,21715.109024902536
7,22374.912505319375
8,22398.16623617865
9,22317.35416726182
10,21831.10903240457
11,22163.091625853238
12,22165.96660922656
13,22476.280734808402
14,21589.510410266947
15,22016.934814568503
16,21859.267516486147
17,21990.559123510768
18,21470.44151965495
19,21632.535763534714
20,22480.180494563854
21,21755.843472261964
22,21582.258542302377
23,21715.62355554923
24,22204.20516034702
25,22268.440236067636
26,21519.19528899486
27,22037.0677224813
28,21804.8867658575
29,21474.448173226174
30,21692.989032275418
