,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,39.294929850753775,42.872233326280316,48.31925204126204,42.023141718757444,44.353257915413906,42.51320579068436,48.5155160831025,47.01699542898875,45.96527209083169,50.084289187221955,43.4118168742501,35.023923201668204,36.95131558967516,48.02400144385206,36.5406879010559,42.11971470831045,44.18401782291372,45.59585505806652,34.50531835425999,52.52144226740438,46.06225282192481,44.288550710885964,46.47522405337242,45.5739888748537,35.57773739949047,41.866933011239055,41.753858995524155,37.69948519348835,36.062413037217674,31.12384330350228
2,43.61215808077709,41.93792486351525,45.50856576956894,39.510542584404256,36.18068997724453,38.183864086505416,32.593795707013705,37.84415771009794,34.07082400112911,46.732410983058955,40.1990743262531,38.12093290151611,38.47161675888115,47.42442892752686,46.08999292373486,52.67417019699985,41.46033916690782,39.1354506326272,39.8757248221243,35.925559596954585,32.575056546930796,46.55243982230954,37.90352671518477,44.26147709883197,52.72394829674,44.529146509412186,47.859419116693005,33.702454414307844,43.24801227430427,34.12551518632663
3,39.015285647191206,45.147615729323796,39.280495864644266,30.58192257954293,40.51181304698504,36.572569832865675,41.22624175769711,41.52685025698536,36.90640760777012,40.43321689799442,51.66789074005963,36.712450069799765,52.67918409161602,33.04075892569622,44.28270257258057,44.031768345407976,42.01312317097938,50.31699910449225,35.78650246105181,38.467361029451176,33.8241544061046,44.54406429145395,33.55184214614976,37.426610442365096,43.026879470996974,39.532693311326405,38.800455981584,39.020019238062936,45.67731857670242,35.15914028972992
4,34.11553482678062,44.642564441671915,48.46766084809546,42.51890729795813,45.57266201281381,40.396405314310364,41.56737046633382,32.91236996962407,41.83584146022134,34.63833312354621,37.45146761601153,37.38792683891699,46.8797180372363,46.73183171639595,32.551018340729016,43.65474487301026,36.53636837193342,39.06230948592791,44.90375236534445,51.02869580146064,36.44641693593154,38.76861984785571,40.44935557953889,35.17228454153386,34.43395003646986,38.08778003601931,39.53536606146094,40.15817817883177,40.66591547145689,38.390068730034486
5,43.72982541320382,43.884610963027924,45.38623880885149,41.74153313463077,43.67824986589277,37.056836031289514,36.87589727963389,45.51534714237836,35.9658326065158,49.01656664606455,35.45868304733577,43.75933188515725,45.76538554857728,44.65446798389752,34.12250455219989,48.69119149168662,43.94191262822552,46.91171290478366,52.46021924405172,32.92754887189387,39.99802636057899,39.26571956502027,41.58133958144213,44.064499659475246,40.6302244352941,45.062420355262454,34.95187582756305,46.21870112787936,42.02666584596862,38.704187803686224
6,47.63659833786382,44.065912999004276,34.41180762245438,48.97351847451221,33.05949308784793,43.80484980277499,35.670997260531905,41.44017344523489,35.11878877188456,38.74901072788243,34.988095599484055,42.43372273665482,48.01587473281675,41.925701909544294,38.56356355177548,48.24172383401705,31.582147515548815,45.10691210126713,39.70533797132471,41.14610569888769,38.60446265075581,32.16104942668789,42.55275002052714,44.52113143789091,43.41634416344674,44.30165024217013,41.03990065680049,45.82692496499535,35.44750318384088,51.732196849670174
7,40.588459515162825,39.389444195583515,47.88486554478067,38.87099750253216,38.59680471919918,36.74760095249851,39.69724587849708,48.38751659892938,37.23333293748144,35.006690647635104,50.35411637247585,42.0455333455667,46.13903188603781,45.672055876048745,32.5414098000653,38.85741110557067,38.10026276016117,34.070790139553324,38.661987913982166,39.92729987796136,45.58031984875488,40.3279250939437,37.2639752469326,49.58248866889794,42.2527506483043,41.45579436526223,34.98657700053604,48.1094766843009,45.64183475744837,49.55319718013329
8,39.38866461284134,48.918764284838076,35.75733737250971,39.00375878504466,50.40424266458794,39.30311970326441,36.93113007243981,40.442482583124345,35.31540111007582,37.53364484448853,34.24227899250442,41.30160820313752,44.526992418619244,36.65710043762654,46.335546009031034,44.06055151922198,35.49352427828594,49.93486678162632,34.23867543215337,37.56833248140954,39.685527532134806,49.19657834239974,37.81470770749461,50.94103614618316,46.142124912566416,40.4579546299242,37.771249817860244,44.03109096952828,45.88883221805038,39.286441479596704
9,41.07917835038573,36.09218690201896,43.5269755620762,32.69153393520647,44.28187085512542,47.553862667415494,47.23145957209136,37.71606196045584,41.51502916313204,36.58863867833867,43.536994102498475,33.71366918463676,42.62846118132612,50.644694388096575,40.10268867631781,47.45318226267151,53.86056840834764,37.53632015547562,42.378713401107674,40.862396988590135,36.02844062874287,49.32180607791419,37.345052605727105,46.32171152305468,50.56659328631354,43.98317778412044,45.200771817011784,43.04982406034765,38.75307755048764,34.11034582888879
10,39.413225317999796,30.811778273843764,49.689788441585605,39.558788540063375,44.9078073166273,46.85380105404194,46.774196234623375,46.566518136456004,42.062940966347554,36.74642282321955,39.2828417601369,50.76302777967568,42.74960718538992,44.97458746320948,33.53074932625081,36.757935457714865,51.820079998558334,43.799200725550506,43.72818849009313,40.960105174955864,38.7203042011131,43.22219396333337,44.5724357854049,33.56103087394854,39.92145441518881,42.47825497063282,52.34892150187174,40.456868415527744,34.300105833539384,49.645513014822946
11,33.07733800565677,38.18315853875526,46.251268519809386,49.513467168383045,42.170816087483885,38.75932065572022,47.88177199685723,42.7484520425328,36.94702664866193,41.286045773475564,41.400508774098775,32.13211922935965,41.21838678374243,36.94348158061553,39.55029761262387,46.61651699704005,44.28895077593031,44.80263953220417,36.015171468017556,33.129351783469254,36.767783217474154,42.76133643580085,40.45211402872587,38.81230681576265,39.38506713827778,36.68114934762031,33.92824904265801,46.83119335637064,43.7194396141775,45.79425003909286
12,45.957310774750866,31.924939334804783,46.76344742330263,42.89363339161427,37.52556635353691,31.793934155935144,49.71092875062774,41.12793251995821,37.07202583870972,49.93171103175058,37.692752062840924,37.11981146588991,44.13160524146563,42.40329470186391,38.64402989126998,36.80736273221456,32.664660713233395,32.70690175132964,41.08346271661054,34.22509902880064,32.704852309429654,44.70061434221025,40.81908693441941,35.25955351359488,50.6192866745383,38.948032519723284,51.32706669920363,46.20777173072224,37.5499387648217,35.460640819168525
13,44.29929008974782,39.08583861855675,42.6035494699767,40.42295854637528,41.98571263405217,38.19937227010233,36.541282184612925,37.40503277461932,34.2039056425481,33.342261366830456,45.48163126701801,40.49287040702134,41.56918068722712,40.76099471153762,33.34824386488326,32.53699617115483,50.30888532197035,53.22097322873125,40.98527293486724,40.7646981115395,38.854182773912235,44.9733011887742,39.790368998882975,45.62569895120143,41.82720482844659,35.863648473519596,33.260346836905555,52.69876495515378,46.93570633935908,53.21453218914354
14,41.66618798021207,36.09536838064988,35.411326906112784,33.31413104558461,46.449197594007174,35.631462771026214,37.218552539575775,39.218658638549066,33.37966753581939,35.23521116676409,43.72990992010877,44.2655311751872,40.59904009846764,38.73105964129172,43.42724786517037,35.95067744944736,35.73037208257398,46.32017401807635,39.76800920855118,42.37749464364007,49.857112381398075,40.79389063499546,39.61343625900005,38.64030636416958,41.697310085471194,37.43224822440383,48.56322880391852,39.675685816596626,40.03093595351348,46.7160331518447
15,44.12226627152241,43.5246211991155,45.8572287915325,35.34870536601389,35.43761892399683,43.18019504589232,40.713750082400075,39.10007510654404,32.893589135077505,45.203750196640634,48.37136439786884,38.94751320581097,42.1130053183659,40.83775635738761,40.95877721100567,38.66296572549956,34.07183182836026,41.38475871729576,44.57659271370296,37.53146039082595,37.34438625923932,37.292401903728674,35.204256294878405,47.13489589849093,46.09204266748633,31.4196005971439,38.50356835481505,40.03077978168526,38.127981632956605,33.72240095399308
16,52.45073525671314,45.96283787449487,35.23845372616713,52.309771102895084,40.79184496734284,38.339765589900814,37.892263890008145,36.66780195501861,43.66595383104578,42.91900917430511,44.2670035289088,46.81895813632871,46.12532916046413,49.300783708502415,37.396897887475085,39.297148105881384,43.52756168979471,40.902289644605865,48.47907376724315,47.603966611291305,37.45269745314897,41.50053480487197,48.51389425163041,43.795474608177,49.7902378790288,40.65178754764002,46.064131735135405,41.50726355997388,39.097261391971905,41.27903161274292
