1,49184.942567470775
2,70238.28730299491
3,66108.37542165499
4,49907.68306740001
5,58208.67431872316
6,64885.27460828674
7,74605.56956925732
8,74406.48126183651
9,66207.48050674662
10,44573.99992850414
11,45848.506781459786
12,67686.24229111466
13,50387.33274455514
14,48161.60875563347
15,78209.88542328747
16,75749.18675427792
17,42924.896814753374
18,57988.33517806162
19,79232.5245706767
20,68797.61587783266
21,60521.20293126955
22,76643.61089712725
23,57160.96959408247
24,68901.94462968367
25,55450.45300645277
26,71821.53362393865
27,49093.97026622167
28,44437.40084181189
29,42563.495509767265
30,41534.913989681976
