,1,2,3,4,5,6
1,2.9295466856320633,6.223630194079032,7.526528713463329,4.837879416783336,4.738874638624333,2.9386105566300946
2,5.868077279000129,5.475853099015575,4.49239993883008,6.702075863407077,6.231316400283861,4.193367109202951
3,4.58484401707824,8.321047131274238,5.61905644969582,6.284371905887636,7.429199397809388,8.958136840421439
4,6.536521604888366,5.411360359683659,5.5362293524491815,4.290754375771103,4.092710755092282,5.79198043256546
5,7.548794008390949,8.932605000745761,8.735854498794465,2.730925809639799,6.1104543863119565,7.357296617213585
6,4.267502438854951,4.072546367903927,7.289939651000167,8.294303204376927,2.094895667492625,5.548292229576692
7,2.656895924706305,4.78498930761206,7.1538136312433425,5.7849078442473525,4.965634484132709,5.521497214101647
8,5.486723846609702,5.9725461569469855,2.4952503662401133,5.249950125926894,6.880336158844236,6.639682496991795
9,5.518406014355925,3.785466177188618,5.651203881126758,6.824394460077811,5.434224189783829,4.692342140899802
10,4.010288515609857,5.497162718246518,4.032157794021183,2.104495768342629,2.7120908774208417,6.091906463640978
11,8.799724526436316,2.653140707281819,5.072987840610178,5.26024599754917,6.197909573213764,5.0226819347060925
12,4.079286750650228,4.163852900979403,3.894568056386339,2.715672757426347,5.011098906214555,8.775957665438847
13,7.191747801006253,5.975289774875896,7.876559438969642,4.424359643171224,4.412901306344724,3.5445579390211073
14,8.923432880133443,7.651872569944801,5.501632454868078,6.683915004416356,2.56679674302081,4.786488919728779
15,7.85762492697496,4.275174533835569,5.954078108372495,3.954791294700033,7.6729545507601244,8.436443391981014
16,2.983717728924067,4.012894520477973,4.592020313188538,2.0120400934518017,3.5590541947070786,6.962081441354438
17,7.899446532511157,2.412921821880586,3.716820819695867,7.180779817050712,8.236376686954543,7.505566526646508
18,3.6763707712952995,2.725400692639284,8.89962003999645,8.038277930879126,7.350789864370907,5.111348577481873
19,2.868498003595781,3.1032823159115455,8.940536019621721,5.499963012439212,2.1303906705893425,8.06633760815274
20,8.233130836794153,7.737604630167145,5.269840024608337,7.213268677325294,6.279707464394567,7.862348959412444
21,8.109368432594128,4.601702139147443,7.988332092471528,5.4450875172707836,5.647381146899076,2.6574341660821013
22,5.959020719948715,2.991869533698624,3.4300802733669853,2.551277061579037,8.238279652667641,7.157159993358982
23,5.130267041093055,8.82381261907151,8.16820118794848,4.702247911716318,5.505909745432542,2.6562385769380095
24,6.427484522744329,7.060117099033567,4.919359276457745,6.109767123944449,2.7627356583630815,7.381887754061509
25,4.635696848869225,6.630852770490915,8.459969361315062,8.636487893150182,5.216908754430227,4.45836100765853
26,6.505566838524798,3.5778297614846473,8.211206400700508,7.9424166383942465,8.873126163577993,5.834514174858861
27,6.783971824198494,5.300433949208434,6.480754930045303,7.565661753528314,5.899551219048373,2.5610217177000902
28,8.116905941830252,2.5319946571375906,2.7385657240391708,7.364712683866134,8.462638760293192,6.899319574266745
29,7.711120935687248,6.52244377120245,5.817025815739908,6.751989546921696,5.260369784318405,8.33723086682792
30,7.732949643224971,8.258251965689833,5.1276479520004195,7.4408208609889765,6.78029899336252,3.7476866612439004
