,1,2,3,4,5,6,7,8,9,10
1,37.03816608620694,37.82933729806849,35.95154891909352,35.65499588096047,36.49560666877195,38.08706040775828,36.131540557772276,35.67491305813924,35.51782889582735,36.405011667610175
2,35.46288083580557,37.09910176369134,37.367670430960885,36.731450769954215,37.573350561173584,36.853074893242244,37.457057862508485,36.041922717768905,37.583837228384404,36.8549116060162
3,37.46610648972708,36.69009337094917,36.86782182872614,35.47460554893572,36.8179278718128,35.776862506591975,35.777487540953636,36.650051207678636,37.07864436947772,36.37914608557466
4,35.831474770792624,37.57423125093985,38.23927471834881,37.55092685785152,35.58119269449228,37.87272447437571,35.55254215124011,36.658936145797746,38.13658839796384,36.13954031090964
5,35.73385951567839,37.63671631618241,38.1358243641974,36.32730526211296,36.04737429353601,35.89745642923514,38.23970656799222,37.07990390395083,37.930263315730855,36.2750349581556
6,35.519309291075324,36.71141255534591,35.97133028772212,36.906950992987134,36.96396290685321,36.23286465172994,36.27236164655144,35.4225210166445,36.61120604179114,36.321068240976295
7,37.2084703757835,37.929289200075985,36.82792132237875,35.59812489409567,38.15044137500288,37.77498090056427,36.44655646940732,36.34218673307544,38.1638022362339,36.47468302168335
8,37.25740665586951,38.30603301429572,35.460219293591464,36.29389293444633,36.04370716582442,38.117096257453795,37.00341019165425,35.51114061522975,37.61574474842019,37.402251464003854
9,37.33652231030551,38.21718632478065,37.973804796145885,37.609754455497225,36.017997863114914,35.76404488612966,36.01266500902422,35.96652958328096,37.05389363744368,37.33913146950316
10,36.93225256120496,35.51904817520342,36.43948778485939,38.25318222732418,37.43653472621533,36.45921933862455,37.364878445807,36.14532908192039,35.58243269200889,36.93420141776683
