,1,2,3,4,5,6,7,8,9,10
1,19.59343169969172,15.947992767476801,18.669929807587458,19.784578167681182,17.38859022622915,19.071096466853405,17.14109690938768,19.067246274596226,18.808492481538444,19.798018238674935
2,16.68300003322717,18.832972022320284,19.60808901916516,19.053858414590046,19.071687459610718,19.741491193908963,16.453414513535122,17.20073279729137,15.530287504454202,19.386410617611546
3,16.718496639692095,19.526224401246488,16.0192878579767,16.748029076319867,18.452396887886454,19.613532620480438,18.43973006503745,16.700467589943774,15.200217299540483,16.65875358742393
4,17.38080529852047,18.652000677059007,19.468142966565228,15.031545205196641,15.383672311229521,16.408952731719346,17.678094648574728,17.678927991307674,17.12631739662872,19.418187089601936
5,18.63676022517142,15.67980681664907,16.17568172616784,17.52652927757341,16.81259277161906,19.043100219215845,17.096677681535226,19.705812785630787,15.912282621717704,17.413937390788433
6,19.471236857937388,15.328680206839653,16.396158316447167,16.01386462707192,19.924063796431128,17.342268782340604,19.440855740163705,19.269627046375952,15.519842916206667,16.749717813555126
7,17.483477579712776,19.394475220838345,19.909270340043754,16.684744646585845,18.909742975171753,19.29358668103797,16.40624645691299,15.994637176888485,18.233068395800004,17.820696665201194
8,15.77287779174932,18.710862656277392,16.8004634401514,18.02337010190994,15.03246486291265,17.952576832104754,18.66713005527327,16.728371688453816,18.796649117689547,17.134850605773327
9,17.11600029121028,16.496763187981166,18.70529459414074,19.585424319385393,17.215506193940996,19.934923244490804,18.99743868355142,16.556176246368437,16.16552649092065,16.794680020188235
10,17.02334643013685,17.479491452191848,18.507668711675503,19.204991673785436,15.295370108729674,17.26536006003582,17.137779449646512,17.120162072502804,17.818385442964207,19.699009050847437
