,1,2,3,4,5,6,7,8,9,10
1,44.84026037587331,40.75548226160603,45.98034013166872,43.697235629774156,47.374534003115926,39.97008256663391,45.736739208855205,38.105715838316186,45.02006652872322,36.343310841902614
2,43.14801229336466,44.65952180605191,47.050643179331225,41.20566569386764,43.09418989746134,32.94063469527549,32.039180004914115,38.04002286584235,38.87555411985343,52.958460369902305
3,47.446881398345795,42.41104614933169,50.36993056513951,44.53634039075984,45.83014304650718,35.927821368118785,33.34396386616454,37.81008760610518,40.98332856561791,42.240925118827796
4,51.44137587764634,35.41892237054531,37.76702038336814,38.93105965346079,46.75264956797125,45.688727606185076,36.5234870861831,43.40802454058862,42.33571589894202,30.492747834508066
5,46.55452983062971,42.82505930971777,39.8601045124447,48.39456945626047,40.311040870642586,41.752579479325,45.30541105913467,31.869104252673587,46.962764648353485,40.20637389359939
6,46.49751851022186,33.216828782729046,46.939514050296665,48.13166361407311,45.91329588040429,53.71102745417804,39.33093067116532,51.82270612484208,36.53485705510917,40.86022877539579
7,38.75756801501202,36.50936038299302,39.94540040783091,38.407298997025464,33.08737353409672,40.01687224565777,36.730028623919466,36.189450879621184,43.60881952883289,42.71053709557215
8,31.696438675501625,47.63201176149036,35.439780600212806,35.98044284599714,38.57776080123135,40.97378231682618,37.2085245936471,40.639481781528325,48.422439525939126,38.25647681048428
9,39.90458250321308,33.35276280342009,34.03404313724909,35.806329309710385,36.42575784584154,35.50777733781198,41.06144574524441,35.97201610884974,38.492777586928206,38.549166064140394
10,48.845097928164456,37.09101225445183,50.82820247874621,34.74239702731094,53.04951576143872,40.51973697183947,52.99311447568237,40.416068880507595,37.93832649415677,39.02857488952016
