,1,2,3,4
1,11.679331665123717,17.66909340451393,19.57716933102321,11.833185673554748
2,15.162945383954021,11.055218195278117,17.88641780908104,19.75434653804508
3,19.232082120626544,22.208043442142277,13.533493547536306,19.272727627606685
4,14.54242778848961,11.331515591187134,14.578922073487199,11.070347124169242
5,24.37861316529506,20.90748152390394,11.521912867360061,21.794039835228904
6,15.282330401447977,23.671527104856885,17.4324615212067,23.090390844773083
7,13.307946921155855,15.507884888548983,15.50255413237574,11.456990224049278
8,14.965216510986922,19.895647057581993,16.99815237060611,23.188473546166467
9,14.045053995855223,15.32229023082473,14.805314352259185,18.276069559325613
10,12.823291234094318,12.598664072622594,24.092228863126817,15.64971570619495
