,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,92.14369048784697,84.01932212770537,95.21652344512857,80.27868025812673,101.00256259682622,93.68494804115811,85.09260635405168,99.01863595741465,95.26461157050493,94.70268050627358,98.31732317193926,87.54025285871329,102.41309257316902,85.26885506593071,73.98281368207873,77.22049323391823,99.5554727872896,80.85949128617956,93.48927729987041,77.14994572417547,85.39710586667128,76.98184801942041
2,92.54388269170248,94.3102958943035,99.47162272033877,92.68517932932225,73.3140332068405,93.05565095891842,84.29906708190339,99.50894428626435,85.66978637021589,94.92165272563322,92.63813940235117,95.03211012991926,77.65911298121434,88.03900086118598,81.13942814379165,91.45432665643669,79.88337844277594,81.97889378494176,84.14064930925024,75.33732696823215,95.10614661816041,96.27015682938493
3,96.83857033911609,77.62787414381368,85.4854386109964,103.720524913016,78.53697630277712,96.64485237449978,74.31876356787598,91.34905940944213,88.19509765863559,95.83498437352031,75.98326710003784,96.38919126317498,102.07010396597234,101.25536130464427,85.09299742454887,89.04146074873485,78.46392223256052,96.36081734010116,81.57749807151968,95.53915532713829,96.22935972357486,96.38315408773109
4,72.12692199300318,89.37671474505247,76.61700534033133,95.72581146950766,77.37310840128652,94.78953100978508,96.78354415138706,92.4273069413895,95.61457607258937,83.91369438870692,95.24483382099481,82.82006026354854,79.54678900116832,75.07996029758516,77.6612321413634,78.78707114932918,80.62462908932247,92.43000289922465,96.69673988570922,75.44007748307263,84.72654182156386,78.66897692682393
5,71.97194334987961,76.5614693649972,87.3020393475122,84.72977508818678,95.87394301425932,98.65738989346951,77.98752496765941,75.11612035029097,79.96270347894374,99.21495619816959,89.57049978050166,78.48224023613452,83.66513547106399,99.26723478282199,78.5171556789991,79.52752474821553,78.06724498065371,78.7883699701007,96.0899446440604,83.05688065956345,76.98181864711378,77.40321068063649
6,87.7541812967817,78.43048019512977,79.80777789557635,87.24170429198318,94.54666702609754,94.98283059746012,98.64916928514387,77.0843975079439,94.74750666453146,80.23171813592056,90.62579415054644,91.65678824216666,95.95399122999126,89.67434307760679,86.01718752769366,98.42174381830536,80.4160022209366,85.9666685071649,78.98407339976143,99.93385308057475,94.14202197880095,92.95391737636824
7,90.50954130603438,89.57637319677319,81.96872262381264,86.5218551711789,92.24425033277873,92.48968585171711,88.6595627507196,87.97862629332137,75.53437295955595,84.1004095337626,79.81100924797042,104.33309891101852,85.87090694240038,91.14173119253876,100.83024084238191,82.71457167707973,83.93479490395207,92.85156842850064,87.26346052598538,92.14526746229603,75.50191768188894,91.81217048183329
8,81.16082477819295,90.42225120070324,101.65915456292018,102.66352510082393,97.60556523305777,90.80931120391898,80.26141975240115,75.07560389546701,98.68869601300482,77.31647169714455,82.12096010387056,97.7239618226014,78.37736336001608,89.7624268574881,99.21663067911786,97.99729629273303,79.07672162576227,81.38911424918051,102.87123666114059,90.42226309613577,94.30509155715065,81.61727248813064
9,73.12649783724304,94.66079812889213,87.79671267190852,76.52316998564613,96.39084864587974,76.00790103099804,74.48454993862576,94.3734653939878,76.90837976997607,87.55901081055418,87.89871410068532,79.58889459476318,100.03206729727897,81.5046163971969,77.79272365042772,84.43562896841387,82.4214735548856,98.47975399267024,102.29256994377349,89.80991097902321,88.9813485076508,78.89214938018485
10,84.17167755812713,84.71966286311383,96.0402520627544,90.69981552324354,90.86952234768276,85.29201288661493,97.71587747688585,76.03181123104835,94.97293242845534,104.9919741372205,102.11232792553865,73.41317399925704,75.43822648035345,93.66989305436272,93.23757659773771,92.26870241744787,76.38614136954203,86.58110222050763,78.62973197255181,103.3069833347549,87.3403725488079,98.13183152361883
11,90.94471863680882,98.43921374439715,75.44884251328995,85.69247861681751,79.276662763433,86.84408141847963,74.08551766127252,82.547286294176,83.51684841003598,102.33242960091253,86.62220057649012,76.57202917845127,75.24583248225186,84.91950941859845,96.38724855933552,85.51975265760261,103.38618714713763,73.59093562000966,76.63124028918313,80.04800777004661,94.45390065524815,93.59190555231902
12,100.54493035182612,92.30504506532198,88.58989384927328,77.68715928330914,71.2873430866201,94.90748112282093,92.38447171344764,98.6830009260929,92.00991725875787,84.63869320791035,81.80851486195206,102.2867404779125,81.79233704863815,88.99399174228257,93.3874709214744,102.74956808261022,100.14049328247769,88.71748756753657,79.02768898252891,88.65445004412834,94.73589818195552,98.54577478152876
13,83.62867974482633,84.28350234490293,100.40676957355011,78.48267634607254,93.96449060979718,76.12093693293771,82.49565160291634,76.97268677180816,86.8896397067781,88.21655376087254,73.77989441740505,87.51310706489171,97.07549290207268,94.17596792942233,83.6105329531212,78.12456689052517,73.22812280013277,84.45338829811126,91.63447783690111,74.78184029636945,92.87932091928494,100.829855266935
14,79.59118087504163,93.74860211593757,98.96413927379879,75.02210434210008,97.75829783125651,92.65451664772148,82.30466728811473,83.48352331815481,88.70751142801045,91.39902349487974,102.72453259635898,78.42661721999676,94.15588291882143,97.36493657028905,91.35445680018569,97.93017225503556,95.25843650289498,82.71584010110092,84.02805563806953,78.03389413133931,96.28218825597858,84.67000082208341
15,83.76595401723617,79.76934532517376,76.86097291665881,97.83755459190031,98.7701867629311,88.63691990084385,101.18205212621997,93.08178289580918,97.16639669267039,75.98828918508941,98.46153029668572,93.61979205542531,93.25610032523403,91.88736803876915,77.27292437308685,74.55474713182838,99.18770405408875,88.66734949273015,79.11481952697558,95.92295648739255,92.69395198848424,85.67144900512508
16,89.65579828346287,74.31659549254555,88.71235022962671,85.55382465590232,82.44727670894599,90.71353290656651,91.43877139071438,99.60132320019991,99.62814764447299,94.39169909089945,85.27604869675518,88.55403833338924,90.3699087836343,96.60407646409269,89.35844988717503,91.81184371383449,86.2228530263096,91.02215661270766,86.37615765433144,89.23586943100219,95.39381408580269,75.04217837640952
17,99.46537699766881,82.25280051538576,89.29978972895195,76.62557604551486,76.72740339689402,92.92200591295412,75.35787230051476,80.09682982128416,73.02317057624877,99.92874707809428,90.38072291851499,86.54829044582158,82.94974724051546,97.01078624821129,79.78660934834734,76.74871391946093,84.778324772045,82.84184192116167,82.06544825417701,98.98752847403497,97.29592012044313,83.3007612462541
18,77.80593089838591,87.29883790631499,83.50282409934859,98.51034494946784,87.26300245460453,98.97404710563855,95.45126317268914,79.08392642751188,102.05116161037546,87.71703881321149,82.95689710863809,93.33199795528735,82.52143471811316,97.86020006687434,84.74748449333799,81.8372190346602,80.02754718727509,89.25190491810638,93.88434905868229,95.96709974160134,91.9388807379004,95.86318804413567
19,86.31053074540219,73.62250968761079,92.11240412186613,74.19359462163025,74.94366335897502,74.25270164904296,99.1924852918232,96.38716735379134,99.55395384464288,83.76748582228254,88.45192504644895,76.07988398922113,96.54678840995187,95.05491599267792,80.13374347654641,101.1329147713849,99.54934511872649,95.128114063669,86.7734767729413,74.75908133080159,97.04007820539294,91.45386035971568
20,75.37662383934065,87.76050569920625,97.25837812500191,85.44319340976433,83.3966272732694,80.56091515670906,87.81462351402318,81.03317305959774,80.11388829463155,80.48688024818865,81.81876780627489,82.89971616311347,97.17056837723344,97.51333643658926,89.30714421895394,101.32433606763718,78.29476491477877,76.28404687433812,93.86571067808755,83.50982688845619,89.04751911661099,91.3643274347622
21,101.654661635412,95.87430178567064,89.8055395094981,92.19856707814388,83.09587824911192,86.18187281474728,88.25487018900647,90.82329463919005,81.44526382545041,92.5234355657466,86.74748928933961,96.14628688743565,85.28778846861577,87.18974002347882,96.51499342518129,92.32896267045739,101.94926705265048,90.1926816469287,79.49336036029122,80.97254276094863,94.47367755438579,93.7363980867097
22,77.36588258554816,84.12402741028387,97.13926451173073,78.50733986404808,94.42945896771386,97.60109133411848,98.18800845636173,92.56578899065681,76.52834401554203,85.26448025256684,99.72770177007393,98.77979990715075,86.23939189280625,97.6210931305514,75.71970184300218,80.09622282918839,92.52439423347492,93.51885638297549,79.62452751779634,76.2541989107622,85.08952545846121,88.57901245665575
