,1,2,3,4,5,6
1,88707.03064383764,88344.49178415455,89703.1589311737,83557.15743945565,83863.27837177593,87968.59369646484
2,84497.0736120472,76618.75326128287,85516.15208645965,86330.95263487886,85104.55362925112,87096.11885713512
3,83739.12327213609,85595.20226663683,75479.10074277881,86108.3062914694,86134.05349682452,83951.40853319936
4,80504.1278365025,89075.16429534653,81224.60770576792,88203.62892512178,76915.9196537316,78280.68311630025
5,80837.15587871944,76384.91880405248,75089.37206303376,78334.19563248276,89313.89583698734,75278.29685038622
6,86831.88543488711,78755.01303940696,75740.52511846337,81988.25114434914,78517.9215170981,77978.1373897885
7,84256.24223266364,86661.26835864529,77788.60662163357,80137.05824406483,86416.21721836668,81570.47271536698
8,77793.50231682269,84208.69313274937,82738.1964253175,85333.4334615122,85634.9599323006,80132.01377436619
9,75513.81354032189,87370.12280432433,81884.74630775883,86350.38769240571,77528.21312787061,78262.59526198042
10,80102.71376285476,86129.52513525946,85479.32755879132,82004.880444533,88544.74042936854,83247.19527848947
11,85373.62605834883,81196.3389953527,79380.19651515465,88694.84151023648,85451.5683614047,85084.83771522499
12,80714.9097584912,75691.87078193582,78558.220025689,79632.47284907733,75804.55255464112,75018.13310395872
13,84315.20239954718,83009.06433031126,80321.80081388529,79542.74492036195,78059.72731175684,77619.86541607471
14,77637.34341446235,78334.50262787445,87402.89461339622,88113.97932238909,80498.22299689459,80119.67663697577
15,83987.78327925385,75900.36216645826,76569.0353864598,89270.85007305222,87353.52877827978,83111.79118349368
16,81319.1940145983,86861.29415987295,84131.84416920641,78481.43558979357,77154.82574213548,79007.97617218374
17,84775.08288464246,83488.53966478254,80019.54257594963,84787.05773648234,81765.95902386314,76665.68942760119
18,79695.97810782083,83543.26883808244,80809.69586505716,79041.01667747267,80656.37666810805,86432.45267463021
19,78605.91418410535,87528.37392091687,77280.72634873021,76289.09259351049,75289.20411917105,80441.44732401529
20,86926.20557563924,76257.7114813099,84531.96015676281,76461.53381701965,75226.85391604262,84482.23691599212
21,81019.06000387607,82846.26347096609,81876.86116834455,76146.01409247659,75157.56241498442,88720.60509319739
22,80710.27934152748,89686.19419754305,83956.21507791521,77627.80659679564,89419.09688468195,78956.09613444477
