,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
1,2096.6774407983726,2072.370272657046,2033.154756064578,2034.9456031889636,2002.4813379695595,2031.5437525684224,2039.2586465738975,2084.4213456959988,2053.6228695327377,2026.974342013371,2089.10746285048,2078.2822948305334,2043.8214754763833,2025.1380548338066,2044.817300838364,2079.3963128961977,2038.3203265479895,2098.8054841589556,2084.9296671769107,2037.6303324127184,2008.5190571890057,2072.843275757494,2061.869950393097,2085.707184805603,2062.8551593785483,2044.2003916060376,2042.9791831570715,2028.3215507319983,2090.235828613681,2098.70098581802,2040.9426339963245,2088.718675355351,2086.292837187144,2068.252557604273,2044.9347380158108,2047.4032071389045,2038.8735289910978,2018.2664900148686,2011.5962950139142,2005.3433793522347,2092.8894413404296,2084.3083141873653,2003.507867285922,2070.463638898264,2023.667616769679,2089.1931286860436,2095.7953812815954,2097.488063546448,2069.6503701739134,2040.6763947933061,2003.7479428515458,2018.3837181202744,2018.8555123137392,2068.2983811925014,2025.0331081317452,2017.134582050651,2078.9300417639,2060.8408786582027,2030.3479545334847,2040.8721733337397,2066.7383711652114,2098.812264600189,2028.692056161489,2025.29575177943,2088.9912936402343,2023.1042527782838,2048.9238408357724,2085.386916499427,2068.816160734148,2001.9442265750247,2043.162377357889,2003.0582001654868,2038.2738751890074,2019.3998218127101,2063.8368462967724,2013.0583421308481,2024.4441407761226,2060.696343059931,2029.497316142617,2091.5075878582356,2023.46843902329,2027.9702775389924,2041.3559793192871,2007.243984779271,2075.315636270347,2063.2311661119766,2067.762669976065,2082.4427414242423,2059.447310667618,2028.6125239969792
2,2066.0544278168154,2042.1561609363368,2084.834341549917,2083.6708512194587,2060.7371781978204,2034.9635127642537,2073.992271010328,2014.554510918705,2040.2030989196696,2061.702466789001,2029.0679153562494,2099.230891998,2090.9564009451747,2054.5723900322123,2002.4589302027787,2068.9021331077847,2064.224755108263,2074.2415215857814,2075.775495750996,2070.7232768618755,2082.137713237306,2058.300732087,2067.5020841657115,2095.6049995400813,2018.343400626115,2099.9539369736926,2044.183757022888,2007.8517445290695,2008.1732964744933,2079.0202218866148,2086.4178281495724,2032.6394037688458,2087.114102284836,2095.881223587471,2019.1654990966392,2064.5180682228593,2014.54560626474,2055.169425448149,2089.000702079058,2011.3044632047427,2076.3183670391713,2052.295998030464,2072.4604904886933,2033.167205903072,2077.987223304986,2092.8841292866164,2048.5250224176466,2071.438684046848,2079.254471173562,2038.5772000263948,2033.537221061004,2022.9114401105128,2041.7022185838807,2085.648510199716,2033.4403054334664,2013.7970290152064,2012.8359442017027,2019.9547777576572,2078.036463523769,2091.2835390160326,2050.576953586318,2034.503475490498,2093.231112828377,2055.4025713858805,2036.7786430104254,2008.6248777616065,2010.919756493938,2036.2345527676175,2021.326500353498,2046.5729820904241,2056.4437581514994,2090.4106678276303,2039.3255579360507,2012.9994653217925,2079.25258389263,2070.682964373251,2008.0195869890874,2050.4068656595664,2006.184882916033,2090.934595718835,2038.3142008664734,2015.469569020132,2032.5191729835233,2000.6633568663324,2085.930974177336,2005.7970870095162,2027.4902658224285,2056.578887412058,2019.3747561636667,2095.0419531884986
3,2023.2412669589091,2028.780034912495,2016.7182796014033,2027.620476174788,2022.8232160461484,2099.920636233576,2032.6465702135433,2095.596025934206,2094.9622156088294,2007.5868728823975,2015.4581374829522,2045.685895247842,2053.78909069575,2091.6977416560253,2042.1067583569284,2071.9000970585926,2066.952636037301,2055.788529351122,2004.868205542579,2092.7968566460404,2089.767355549833,2077.882391035762,2098.9985144945067,2092.0020259894513,2058.0892447819497,2099.4867411447613,2005.1197278727266,2049.213041793206,2052.2403380803094,2001.363922418663,2003.753604233384,2040.1280319933383,2033.1978090464306,2041.1024719637887,2071.7728741744354,2055.75202393766,2020.1754042902526,2087.6324742679303,2099.63057596817,2072.3366023505887,2061.61460692326,2023.2027891302184,2099.298055571268,2039.2622792505088,2026.6034472278286,2026.6743327795923,2071.685386485201,2075.7668404752126,2090.1139259009337,2093.2015911690114,2023.0583772566933,2040.5173033561648,2059.3442887850347,2011.45595248963,2030.3517876083658,2008.636226793442,2086.1547315103007,2066.1600234102475,2020.182369863601,2091.3620370353387,2049.451378276507,2008.2826547602788,2085.7681841274416,2008.236582684848,2034.0601921034083,2097.0960267320515,2004.2301566456517,2003.8933428076427,2071.9863909257665,2049.743952134542,2013.5939652021173,2067.602895927747,2016.3722527832224,2011.0769277290644,2010.576482941808,2048.0631956453963,2044.9113845784527,2070.4541630806484,2011.8235438012607,2089.4624846850006,2080.3824704958483,2069.51732001004,2054.5381077669967,2037.4492329129903,2064.3088295512703,2026.7005546156545,2045.3874647480554,2093.870450767576,2038.3568980217947,2091.6154568168085
4,2009.973258105577,2006.6874219391186,2077.307251393253,2002.0487482787446,2013.0051958916883,2055.681267502866,2089.0174330078953,2021.1140057889102,2090.963332000057,2006.6321094308514,2082.973196266255,2006.4618871654714,2070.2787080406724,2048.39172333785,2019.637246953874,2019.6225060024235,2073.45033072957,2022.4368300495296,2066.552911194186,2052.868831250764,2048.866921304254,2075.7247396771486,2028.8911847382678,2000.5642822030734,2046.9613522827185,2055.311400655267,2080.785191349361,2080.325311541935,2000.5661986146054,2018.1468442506286,2083.8579752134033,2052.3375467633336,2050.3152384031064,2022.3111659320823,2072.1036738825733,2013.3674859323944,2062.5349746731436,2097.0695900556852,2058.670423417909,2043.1982915753226,2079.2831775889404,2006.28050773381,2025.2364538753316,2003.6247220265504,2091.6827050772154,2078.3206680859107,2098.614162319318,2096.8184100404433,2006.0600031394315,2026.9543145674822,2038.3812540156632,2001.6407467667073,2026.081211461733,2017.7684021642126,2097.5388119279023,2040.305585198172,2033.3134525574856,2078.8144341236875,2096.793200888576,2013.0217781217953,2035.8359548217938,2054.2108456707288,2023.4395372527804,2001.9742843613817,2096.6001835822312,2042.9917843061608,2067.805151268353,2032.7015887003515,2005.6855367483042,2009.6219592980462,2040.2406534795116,2080.896080703828,2061.2964156862145,2075.7434570889363,2092.2649267616353,2052.955886285415,2045.3656444497947,2002.8312248437592,2035.5562406420968,2067.1339529716247,2021.0584948558817,2085.5876384755015,2016.0772674145164,2084.2817621497593,2072.29430084542,2054.8291053154194,2034.740451443723,2017.7742787314166,2035.4938580104097,2066.7433660334614
5,2017.6057432950472,2049.1064329255987,2031.0257695225507,2097.200241403058,2074.816524080806,2013.9040907333394,2097.9638174821557,2014.623488351808,2049.8863205590824,2032.1063781636492,2066.706906073081,2092.3908620063285,2079.7725096548775,2045.2257312842032,2051.219418060121,2074.2596336812217,2042.8701472098203,2011.8194767757284,2059.435698138046,2096.5684166435713,2034.439227605504,2015.1828981712943,2054.3505816979946,2003.1335533248953,2093.9485151894073,2056.7880335272926,2032.4515261654653,2009.708213459426,2093.763002904112,2038.6970915039205,2063.7061693752917,2091.089427775275,2076.2744091000536,2074.51909946896,2048.643252959477,2085.114200434607,2013.5410043587954,2002.580864923742,2024.2177252528454,2003.8505277957188,2088.6044590076813,2087.212704237669,2084.966905901396,2019.2094441312547,2008.572545483199,2052.506943586015,2063.6866419200005,2013.7263337496922,2077.6165187046468,2053.6022612492516,2023.2109035294443,2087.060117612795,2063.524932655689,2011.3692471334057,2071.438048358265,2054.542302518136,2098.7696111286177,2028.0540628304038,2041.6405528154485,2052.3694164593517,2010.0246350718032,2022.232094540078,2072.425208697897,2088.30178800278,2078.5153592913603,2087.0635719687107,2032.7841976506838,2026.4422938109856,2089.318752226922,2013.4456233359501,2060.433776665466,2078.1728940997577,2079.729032062086,2044.3843997061551,2048.9148193963842,2021.1974845082073,2083.0470588637827,2034.5390794752043,2094.3033567532048,2021.3335185221963,2036.1989660746003,2009.4165863266674,2021.8025417692184,2035.9458824413744,2015.570514862615,2060.1151712143164,2023.5693956648374,2090.205666257479,2067.2102422097673,2001.6617849854065
6,2089.645932794539,2080.547013706418,2040.2147761479891,2027.2952633734837,2061.5731434331537,2017.1909107352672,2067.3732139443787,2053.077525933641,2036.7124223988642,2016.2126890838215,2077.6282154807673,2057.8884611666253,2018.3866337343143,2061.827993557993,2056.3798617644447,2032.880539136537,2034.6051940685893,2033.9971262556953,2099.0478361122923,2020.7390657180317,2040.9495600913983,2098.3764942338485,2055.064570084504,2024.9241758878065,2027.6058855779838,2040.7699462994276,2054.062446410349,2085.0758772806325,2030.3080596155671,2018.9752225765699,2055.4456441549437,2061.013536820217,2051.10419703052,2082.9045024101715,2068.5972899548456,2070.313935761852,2090.3115256729798,2059.9130588339544,2013.7464624490108,2091.8265467963374,2095.0196456631506,2027.4543567742767,2055.0056169865493,2062.6748315444893,2053.8385372392386,2006.609279122421,2047.3571480499559,2098.2374944638777,2021.5411587353926,2084.957119927883,2059.628871027459,2038.453980572571,2055.5373908705656,2056.8177639192036,2053.7908755324106,2093.203101514301,2052.4793918300807,2041.888791966188,2066.5527158898954,2066.7764169171533,2059.4720519127127,2031.7803381163424,2034.8341109877153,2069.9730387378913,2043.260413453543,2086.381071667231,2017.72711904531,2030.1137690077169,2048.238547607702,2047.733546236952,2051.921507695152,2084.0806918998405,2015.1880879245782,2040.7750657800123,2008.9414833603446,2055.9965260625,2005.11023083975,2019.1755753724099,2052.624371202537,2002.3005079942186,2086.40273667695,2066.3136882608146,2087.2564301907933,2036.584885284248,2088.5351252904084,2012.1670731735117,2005.471540868001,2007.4367747218905,2096.256993437336,2096.8664624596286
7,2095.241077978334,2025.9081716577869,2072.3925201277225,2000.969104411944,2016.3870955511647,2008.838034391818,2070.996054211874,2063.6309314438013,2082.008711436416,2089.1651771198044,2081.739040684248,2061.4771133657428,2015.092429749272,2022.3167539290178,2067.679655150931,2058.6684436253504,2008.0753985601862,2057.749261033186,2058.274939049057,2017.8626914981216,2013.3257516066885,2045.3712878860347,2045.2573837608259,2060.7141070947077,2038.0104560968505,2008.7488683079168,2045.262470708184,2060.8843238238787,2057.26513063374,2041.3253840861898,2052.0454206750323,2061.936509445345,2078.533429348143,2075.455874076025,2056.610628635028,2019.7131993826426,2095.646231890196,2056.3673103962606,2081.6726393144654,2097.5495176855184,2028.6659992472137,2039.4482818570884,2079.339110594872,2076.408666066187,2022.7859265959842,2032.9540552643161,2094.969285278392,2098.9267533241955,2005.1247536130406,2006.0783785035517,2001.5227325520752,2063.102130792452,2079.976681465155,2044.9843070183308,2005.2377943230597,2061.24490468147,2075.1053355385848,2018.8223884686217,2098.282992533401,2095.8144813393124,2053.59913055487,2047.9127826403214,2050.9365224340777,2027.178613882723,2074.3143677046223,2080.6762915020227,2099.823125803321,2041.5194821378507,2020.5225796048394,2048.9951842729083,2034.8973294087582,2014.8867783155117,2085.4822079432747,2022.785146534933,2012.7640702155547,2070.798985599212,2057.712997916972,2007.0962862763222,2091.6256037079766,2073.993363945387,2002.0065809430516,2040.0218473783623,2039.4007539830309,2019.6756282312417,2098.72997179463,2056.940335082188,2041.5944357333171,2039.6280516788565,2088.0264873496476,2003.2966181378813
8,2051.0297893401225,2094.708216609159,2091.9419622232554,2006.298516890369,2087.438267220315,2053.5014035003815,2092.0697992222226,2096.6333034207214,2024.5445576240568,2015.5990373467746,2077.6173410069255,2061.7920945536616,2086.0689026076025,2072.403222171425,2073.9021753318248,2042.5693741377165,2055.394915897099,2099.798059904246,2081.9911187465354,2004.6337627690316,2066.0152955595,2064.097411623662,2041.4045995852007,2046.2287303333474,2061.4626633655907,2080.350221626284,2013.6593724900915,2080.63607525043,2001.2471387875307,2019.236550180669,2024.9466004681115,2048.093250991853,2075.446625768802,2061.323801478885,2003.6176287554918,2063.629565734496,2079.3858390140144,2033.1553660388665,2007.5545474627609,2048.9101456729554,2020.220642519759,2002.3068933727145,2087.62006883884,2054.712421523608,2000.3401980336778,2042.3252395840575,2037.0221790247708,2032.9026254058022,2020.401279401961,2006.3245010965522,2076.904944224139,2000.2197595492526,2085.6918002872,2017.547161840196,2005.4252555263497,2093.5315548303383,2073.600261414598,2069.007417349267,2002.5395013243512,2059.3682838245854,2084.975821265884,2000.508694004164,2070.3631046549845,2079.6532387891825,2050.8349228571496,2095.275757226364,2097.3103186305575,2034.7235940392775,2045.7897825902526,2002.4883707549318,2099.2260310666666,2055.361040759579,2069.2196371697296,2000.448800923144,2044.0243638680085,2045.441639007787,2085.3251846502612,2097.0951000563114,2086.9710789148257,2086.8005689550855,2068.0845650622086,2008.560642794723,2022.5348711459462,2006.347973215713,2054.77041168148,2073.683661986767,2000.3600937515937,2062.962285342482,2066.493056244994,2036.8362086437503
9,2017.2145190652589,2079.9925831593973,2038.8415906322334,2015.898280214696,2047.2770543744598,2044.41060374823,2071.8465507255164,2019.7071304257872,2029.3741045989636,2002.704251644803,2021.640523707034,2019.4862512609827,2089.1580575071384,2037.6894809089233,2094.0139273988566,2065.941996421397,2056.869718527224,2099.047429340302,2086.457488355532,2022.6003681045945,2068.540918760446,2050.589890177985,2018.6591072521846,2012.6251233517844,2087.1857814562086,2099.94641246826,2006.628150085702,2022.9143231210262,2076.0779112166,2044.4104855641488,2054.1711061490732,2057.069976786195,2076.331643124853,2084.341269184963,2002.2298166381806,2024.1145503336124,2050.2487751821914,2038.691307611689,2011.749361020316,2033.0279911636799,2068.3553951748854,2077.846373266826,2059.462533562716,2037.327083344401,2072.4624424115163,2097.0350011484993,2078.2800247458326,2049.5714130212364,2072.00284568329,2083.0984946936005,2045.8633218719197,2080.120059978154,2011.7420021502815,2021.3841710721022,2096.654067110571,2089.8542175375346,2084.2528542803566,2075.6490772296697,2076.5059081568406,2022.0007295837777,2089.039617329042,2079.378428854745,2092.507873568306,2052.0619385260566,2072.0034677354824,2066.618096100414,2057.2667168197827,2050.4690818854715,2010.6029383462399,2004.85705673648,2023.7436209160012,2069.456734343835,2052.872017768701,2079.6202956028333,2020.0626941492817,2075.5744712904075,2059.768482581129,2074.2218433045423,2011.0546625376653,2059.718534609017,2093.294097526155,2051.408906938034,2089.94241515841,2037.8067507590126,2061.911664123162,2041.344622268802,2030.8043687992417,2047.1943743251404,2001.3399343812969,2023.8740797913977
10,2041.8895170387325,2017.197678534876,2029.650526188927,2068.191741877242,2080.804235710666,2062.952236088137,2043.2034581843927,2056.157718301835,2098.0625631706075,2040.4666610044683,2051.3774397521393,2099.5656384449903,2090.991973571625,2031.4805674778574,2099.108599201316,2035.6002697127474,2026.5976578407985,2033.4703368692253,2079.9180024359616,2079.029860631302,2095.509706644084,2059.660563933816,2038.5517773630504,2087.628131284099,2094.245953188103,2074.7519136157402,2073.672755382272,2060.714222034055,2033.1943527205224,2099.912059939343,2003.5348183326992,2036.9334942442622,2006.228397064068,2026.8521187253864,2048.551298656474,2018.0925013875826,2023.031008795003,2031.2559225864288,2069.458153604477,2029.329012012802,2033.787133948233,2094.9493124967485,2029.0629902308142,2074.5606716847656,2018.6320302389381,2042.7456777903562,2099.157645654334,2039.421112025082,2077.6749397117837,2008.7154268852084,2076.911569709887,2011.042038513549,2030.9692991831944,2046.6266339769043,2082.4234224876786,2058.467811440994,2018.23736283919,2024.2283473654911,2059.482180344913,2050.3132010764953,2047.6343517847686,2037.5296418307096,2085.904179953698,2044.5431876193534,2022.8588442611276,2028.2424409026337,2090.7072424265957,2094.1040510683742,2009.8433243724312,2086.8753301749284,2087.087534514779,2019.40635374826,2062.1781286356977,2095.7453455997156,2035.5254980766647,2099.8071830318786,2086.673831657233,2001.2672751436314,2054.8761045647757,2038.76928480387,2072.2340627273434,2091.2473201071602,2070.8775751076905,2094.7464468803046,2034.0450449493933,2060.992941946309,2071.8300000459617,2082.8971681495477,2088.722820730008,2001.5530859011683
