,1,2,3,4
1,8063.024965993769,13488.242037278953,10284.111736610992,13874.477679017218
2,11582.486031166087,9051.122638718254,13767.638753872776,9582.438453777908
3,13920.05121200022,12550.16517775501,12389.900492545563,10226.504882902827
4,12262.918286420103,13125.953510746986,11466.379584476897,13484.483123741033
5,8681.263438986949,8871.464341496521,11798.623725637784,13165.568649057956
6,8685.118368532263,12015.213467340554,9918.645082580226,9853.422868779578
7,8521.451333940719,8662.668146692926,11540.096205916358,9722.023963245656
8,13948.179374708252,8539.18288935155,12105.31049814107,11945.469761833838
9,13254.706092588665,9529.086151424304,10503.633009100551,12039.257861729277
10,10463.314074647958,12182.474719754766,12978.591594444028,8627.254064314
11,11803.616766201121,9318.003539806192,9198.585333059104,8354.4700837406
12,10878.546350362556,13497.545768992724,13285.997911172195,10107.364909669894
13,8613.73439024939,11727.440522456844,10929.695624218828,12832.145761788546
14,9893.493239165928,11076.741025712156,10797.683680661163,8693.669737206827
15,12714.613776064147,13535.401977786161,11606.23785254705,9149.012976493304
16,8693.464449561025,8478.357655834634,13028.933530150425,10671.757821791054
17,12064.38063227653,13213.057814937245,10030.349844574865,10780.352682092793
18,8685.73960467818,11080.065090828648,9142.929263168651,13428.050253952228
19,13879.368589774225,8335.017830634599,11283.932621103759,13920.3814283961
20,9841.770077029367,9771.476822905137,11458.126878456982,9765.387941143654
21,11971.813693190645,9880.872115114187,12170.224630215193,9861.039431272347
22,9169.313377517758,10381.779451722472,13001.159217352042,12001.075604440715
23,8583.544747147356,9103.257471330437,8985.932139016873,10711.892432577693
24,11845.87365179872,10942.082273193497,13421.372132112761,11299.3646678898
25,13148.768454984249,12562.432502143889,11055.26642977187,8924.812704584523
26,8868.900318961709,12915.688074485846,10524.718586538269,11291.584461413142
27,10956.670302701757,10271.042368057668,10266.908603343642,10350.630097577323
28,12206.310283344606,10092.498331800114,13382.767253530474,10614.909271101216
29,13072.685201052416,11034.207991957472,10578.790165798324,9642.041447279827
30,13259.2310591447,11063.710981799863,13273.109248863911,11678.844728740045
31,11039.90409197017,13639.345996353704,8752.134028813927,8721.605246815807
32,8180.209861972575,8663.542395018969,12428.185082087877,8507.419781923238
33,8611.387548036912,9315.339617934966,13001.744993504959,11111.324109311763
34,8759.627551566084,8594.221151564561,12527.170012658778,8765.744527197488
35,8610.18829363069,10127.098199828271,10066.790518769069,8897.57936593419
36,10304.88883072431,9734.958678068822,11278.11059279432,12628.196378707145
37,11707.085661061466,10767.194453423568,8295.384770838,8984.03879052756
38,13304.198895170835,13175.59836493932,8210.207414413464,8569.522515623634
39,9918.320602587639,10558.595676728593,9332.338231414195,8719.117262455364
40,12085.81743700329,10847.146726786188,9428.564148987969,12797.323491954397
41,8857.388795460814,8335.143788324014,10856.95729782937,12411.47738203433
42,13476.286414568123,9982.5949070933,11385.899829678716,8805.11493787555
43,9183.054569637652,13959.857055410492,12015.466533612494,9162.749545549805
44,9905.856567287665,9904.362736843672,9104.480022549287,11422.665964833315
45,9290.11365245811,9445.430855302786,11218.860867408093,8380.677203950177
46,11074.013535823638,8151.572237102983,9342.988102891779,9619.651716336106
47,9951.523544484488,8299.030357350677,10021.270163722224,12953.112508803635
48,8283.992733663683,12983.526631048588,12826.48359289697,8099.6057177904995
49,13934.1259548112,12199.01701377596,8592.51958439644,13593.009878600777
50,10132.915964130232,11819.057573621069,11772.54222927412,8507.083043729699
51,10763.886531789842,13168.841353338536,12179.15718729108,11759.968862152084
52,10870.358039612525,12800.551621257262,9658.491282945897,9600.856342699022
53,8704.403286419936,11172.059857510912,9520.526160657897,12108.307785066854
54,9983.411811551043,11845.26399854357,12001.039882328503,11014.134530149518
55,12192.318783576833,9524.590631709629,9669.78017565054,13936.501217886871
56,9316.460814152124,9133.137269534649,13232.936512193653,8507.93074216489
57,11928.665331950728,13647.337044736898,8170.450743711837,12577.339023973811
58,9557.03853701988,12320.101705000596,13672.18174793873,8903.638710308132
59,11961.220247290981,12836.552981243818,11996.628676797194,10583.555802263727
60,11906.800587056245,13762.102346047133,12444.491115913199,8366.458996083598
61,9089.774926943162,13394.208715580295,13900.293295616699,11338.309189128835
62,12296.267133771242,8920.75806601896,8116.718175753827,9645.028833109545
63,12015.136383152381,12663.988334737533,8084.4065580950455,11133.806807063387
64,11818.716248881716,12704.60004480696,11979.40317384208,13899.337342804381
65,13929.58417976939,9112.255724684226,13401.949124169243,8399.769242841108
66,9544.122888580183,9397.782682329213,11324.999820870351,10202.26340107511
67,9245.395176927545,10145.913002786894,12633.881986026525,10234.818882172087
68,11840.629404517824,11368.618228680416,11323.92595079624,10654.063232646768
69,8961.451587094703,10791.256476792394,12214.723792158231,11586.11046981475
70,9740.531285878888,13784.522858429254,10659.609774462493,13899.910254406797
71,10590.393164474684,10531.505897078641,9847.35662765786,8729.198600592339
72,12649.245145743564,11436.689870951133,13953.999857234168,11758.02939911298
73,13472.622025864153,11325.678622622167,13826.916071808053,10192.283595359924
74,11557.197739798623,10985.220461103414,10942.40405479318,9642.92921831558
75,13242.517661823545,8710.123070680374,8151.415239005727,13173.151104340224
76,10263.490692818928,12173.594921068301,9449.027295828844,11885.259667790764
77,12112.91406074173,9535.398386157114,11025.792994726453,12824.561038038855
78,10032.48579812561,11089.55946719797,8499.728068430886,11192.522928068283
79,10051.75158662152,12384.179858853926,10114.951553664874,11120.810140056014
80,11272.552826380654,13795.866303238337,10315.726671634626,12557.945414992162
81,8782.804718111907,12622.954050533459,9889.744303281106,9854.266719475292
82,9065.837196101196,8750.482088102512,10897.86409342184,12942.351215140494
83,11289.099603924584,12130.518835234208,12414.120221357789,12202.69332271428
84,11914.367206382767,9023.799540695629,10510.694689702983,11528.332228928117
85,10593.196269861524,12446.931589867698,9500.630306230516,10178.787989296548
86,9122.740822161786,10785.985693373017,11575.857163263678,11548.153319888355
87,11652.738401381024,8204.05769504499,9158.939317807808,8082.497625410479
88,9969.846597047352,10762.252365865019,11122.84125015847,12707.726304627316
89,9946.495042682298,13935.30268968701,13305.744820816832,11203.398358871089
90,10899.357741447955,13665.399426692773,10353.051196947836,12556.702140484545
