,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,33.36784040990008,35.78527348286105,39.11297868437478,40.237900890984704,43.68044838899213,31.65674866531833,37.724498249851855,42.93170870474637,42.80535838607944,38.30883475988861,36.48244859540255,43.142242590258526,41.473904725897285,35.63147680669962,51.51985911434546,37.62142548267644,45.298926131945784,51.06196318300658,36.559738131475775,50.2085431084301
2,38.62847054573983,45.86133968997929,47.990164669152186,33.34279168724355,39.61319785135571,40.728834303904236,46.6674236486584,41.93553564717595,47.487671897712794,46.98323903993323,43.56448578957389,36.537150930972636,50.77109152763624,36.2970901454575,52.308353796575474,47.42462175673371,50.293188077806064,45.94391731008045,31.538212550085813,47.460800245282286
3,40.21163821150404,45.878014030730924,35.17175822776241,37.72270440480549,35.48428218464561,47.296470912730996,46.986989399674385,38.11088817545153,40.9249366836218,33.16042904817909,33.025747168805644,38.80945489327544,40.80068894200022,48.975119810807406,36.09807136666478,41.93309273938818,41.06927697976455,43.150821278162965,42.85111090757042,36.801621645328666
4,40.82293112761612,46.94960938457837,47.747983133119696,41.61482096023644,39.64733076257641,35.12535165647059,36.92281846598565,40.223559040576745,44.05484962936351,36.11792379550385,34.242149765675954,40.00800212932342,42.52669248318456,47.31459686099737,42.13351626068425,42.4782433714105,42.66682559419354,42.87250192148846,36.56183140900736,41.8194916892282
5,44.064490578393304,38.96969106218018,45.89998299954792,41.08048734677944,46.739040189133355,35.76039319454547,42.559551582121735,41.568285755657676,49.51826822774581,36.461015788051625,35.323737403059674,34.917043911248356,47.5062090974789,41.87089167852907,40.31205809544675,43.35766832263072,48.31638854344766,45.59035819589402,39.88348424402306,40.592867318897575
6,38.78719984286844,48.42970333818453,54.086175209048825,47.43069487616246,40.644260796662415,45.325007842536195,43.936930732767586,35.919057341664626,48.81984485335561,34.57455034669977,42.0935989490503,38.13130330494753,38.77396185914631,35.82534808925269,48.27003532484637,39.418602985254346,46.80933808370674,46.098228426088674,40.95839168207159,39.01460485891381
7,50.303112433090476,44.27684478449298,45.28227528869178,33.36935883869759,41.53282641084131,46.94360633788658,43.786894590155924,51.755473151430024,40.60509937042747,36.28570647289084,33.88496100831102,44.8968263030172,44.706103485468866,37.756825311655234,43.66001933438215,52.57031597687931,39.62516222598633,48.89155393748369,43.380616693588564,48.71083445305577
8,38.600743117616574,45.689524140301444,49.23219659616468,38.0678802238581,38.04659642435122,36.274191177812334,47.92965222767129,34.52260269429968,40.86137622996277,43.99185911511781,34.34843856567178,51.6186137845802,44.84812023958235,38.656514058106275,36.39567020949456,47.98278552232931,35.717099098568234,40.25911166852484,37.43842168105641,47.55019380420603
9,31.776876955618285,36.246561658082655,39.77581857057402,39.48326948983727,49.50989136176324,44.3473979293087,46.356426743045795,39.009757122752426,47.516861817310954,41.031617501349956,52.54480092720754,44.50992895814381,36.47040106997046,40.468859805201056,30.20126241042551,40.14807113388607,41.91249871819873,47.630784755672224,33.58787329499099,38.80656201886297
10,49.300128811101935,44.658833297196864,41.335667752977024,50.61289510747473,42.347080913589075,37.13539780492605,46.7109461279821,40.63907605047497,51.878512860489856,51.925635505961004,44.41035726755666,45.58038456297538,40.05862762473211,39.79002849185282,38.52330214180921,40.95744176874891,41.69932934359332,40.04187559189406,40.52116932483764,51.17812460187383
11,50.08466721512018,45.74657340848437,41.37077088788163,32.28077469515922,39.44983495680684,44.44954406488189,42.24419133545885,41.61894657948201,42.834512647147164,42.5710180483168,42.806284102056445,37.48218804647724,37.44732351759123,36.37089150827125,42.95490877469824,40.50358412619982,48.05489397003299,31.363453658618276,51.50016809383303,47.99088173957266
12,38.49404342018797,36.078175002117185,41.747321147340664,51.47395012419934,41.75884711802475,46.030307792641004,42.343244846913414,43.963452156484834,51.22946369671872,41.678932773263966,42.67823054911614,33.95014303569306,35.17635243342841,40.43009623929632,33.71524259020806,38.96258674497621,44.73970787759438,36.55550129052341,37.81709151231381,37.07778639011196
13,44.48146135251087,42.6288548921192,43.50485990571754,48.990251493524404,49.84619340886996,33.36481096244277,35.01699856349638,42.606894265621015,35.09226003855899,42.655152019883495,36.93160678626629,41.49033561581804,41.95713082686896,41.972235652941386,36.54368193528563,35.94845813481684,38.19300002359233,31.569902391579976,39.84049248154408,45.74972429770824
14,44.78775797692223,43.34044734796165,30.723110466927395,46.5058950205001,45.32681318752081,31.86176365470975,34.69521572221118,37.678777847945014,40.58301287237935,40.31859790301124,37.52853339620513,41.752056750283266,38.087106100894324,48.876805770108156,43.19066203031069,42.190937474678464,31.492227895428517,39.114234606687745,40.925204782317756,41.300026104944145
15,39.01746834181605,45.07488455039347,42.17018820382676,48.31125678065576,49.45841113098859,40.42563537361968,49.29771111929632,48.6196279085395,30.747188979054364,45.87931593370329,42.86043995843345,51.23944053376096,37.77748467982423,46.44259458184813,41.90464543884621,43.72147275345114,42.331644459073615,51.698070451945334,48.14745739997566,38.89314249430125
16,39.02925103271601,49.22101682663138,41.866267367396006,38.87815686352159,46.21108373227836,38.396268715017364,49.45991851848228,41.79146120812379,38.09463739239392,46.137166081959634,46.835928413271645,36.14276609702993,41.965557438586046,43.748960735162356,43.20581244709085,38.48414960893887,47.04765751435113,38.81892151312593,40.94819160620515,48.64997055605537
17,42.07851945601504,36.77930661515504,34.167099722780115,37.800648971510455,37.5295497500594,51.12624146889814,37.2828994048971,44.04562519629907,41.65065890050049,44.29055604181175,49.5226562804814,33.91393206525836,41.159562929212036,34.28299341505377,50.867988745063265,43.32827647090784,44.32967138469227,34.93667008212655,47.379318327339796,38.40399964222833
18,50.52335134717005,51.876943916585915,35.387888470794906,39.542453545947446,33.6452271763988,42.083572916494965,43.18794993413741,33.43983934685275,39.558385213648855,36.13269589570805,40.233594629593654,42.138249773865105,46.88789370631743,32.383917147730315,50.6643080601246,49.53712652476536,38.80297602465743,50.65786047710189,50.951792138212554,43.581672649742046
