,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,42.45886045945315,31.016428157197048,50.855920542914966,36.301213406377,36.951166782573004,40.07517479563664,38.61551108237861,42.399938673477905,44.192851533025284,40.07568853015783,40.663475259680425,37.24142666067093,44.114568121957966,46.22031115193544,50.755821998541336,48.05683904522145,34.78423786782763,40.67008190204871,36.29363912969273,43.64892250944796
2,37.626967779166804,44.118069791328594,39.41612143717445,47.37963556410461,41.07609114652662,49.66941437858092,42.79534878967449,53.07208954400589,32.834303200556135,47.93295478673961,51.80846957211586,42.9233890828994,37.449676796363825,44.89408770264644,47.29933931672637,42.682446391555295,46.3707368849049,41.18174700278891,33.17972831302929,37.97797592013521
3,42.383789346483,45.79233878598079,36.39332352519958,36.1904333137955,49.164184434899596,39.40085715162204,47.65725750438214,42.30737934441586,52.902877038121865,40.78575691762194,35.833390742817826,42.72472845547825,42.70580933173517,33.37832482918228,45.6724823009357,35.08723975417192,51.55933475622102,39.21084681964441,43.15309551636113,41.77889341542546
4,42.92093330859264,31.88390680711648,50.21200298021289,52.03668524195814,46.2170849465648,40.708888988850276,42.590954689217035,32.99283443134704,42.276678862790284,39.769230636093035,32.52551780254258,46.88338362999765,40.78998639152339,46.01526536386073,44.51363280738691,43.07282430233293,40.77052007163686,39.17601166203907,48.11462408114742,48.35471411665511
5,38.06777217087477,35.79869058317962,43.652422433012,42.83418041304016,37.47641146683235,35.38571423216466,41.94150426656358,44.50407014399212,49.80675180294592,45.335487704854756,34.0537220516501,33.37692484549007,34.523474990062496,44.51064675904802,45.29731624311441,42.76406617904783,49.61892013639615,42.371801669237215,42.20486797832117,36.865159191968274
6,36.86772954416308,30.60602307084613,35.662104501075405,42.763727267327646,39.45427304554227,33.95918750959485,55.46340751581556,48.50241661910404,41.16950629833475,44.80015116992071,39.131777292753796,45.861032828196414,37.61362136083026,37.46171873251325,37.66221448536262,40.59676544924696,37.90399074756716,33.84267269634508,41.65114655856911,40.25439525973406
7,31.19620133921259,38.09930717059209,35.26680016693175,48.68053604035355,49.08507524792754,36.16679468322201,38.083030537995754,37.20365976157482,30.350590257885962,31.965038624117952,34.28329882430212,43.38682735571271,42.344758928122914,46.528636968566744,42.82070616735385,42.304874806369995,32.05040931824121,38.59755636168262,42.96284213481269,46.67970546140945
8,44.213339466925454,50.55581553111707,41.12542013988282,52.566028976891836,48.83351803249858,41.921991462258056,35.19775184087878,48.72376790548991,41.159481399905594,34.03066270690215,53.347207461721965,36.98590339212166,41.81666352384555,45.586861399629946,39.31719465841001,44.217752747170756,42.917094465615065,46.20331054674418,41.765828555332206,37.11114133802876
9,33.26921488456172,40.94682548772302,42.6924291082744,32.453442175908556,48.24324435528298,49.50483975484247,37.09570818689113,47.815388263898214,38.33301461825265,41.74455407618179,40.113991595760425,38.72257442703942,42.25387184649271,42.795103122684154,34.81292557746005,45.45960648131875,50.16490323724372,48.2285225963554,33.82997334864094,41.0469321485347
10,40.89880667944401,44.585021032767266,41.57596450152365,37.65716130131504,43.091765885086176,38.07289567457198,42.373415408163154,40.46067111973562,43.42047645538168,47.96635388579173,39.59387030050081,45.01894622515504,40.27335336579529,40.154342424665266,49.64770793569014,41.492000131435574,41.84072231327961,39.741212435315674,41.67629913158046,41.59058904803255
11,41.412325268321766,49.96238421639119,42.973117664534485,40.83435470998932,50.28834735156256,32.669683705401745,44.45840667269242,36.04830520294722,49.07493760765266,38.54909693863845,46.102411334420616,42.19194349108873,36.25336042849877,45.16141385752019,32.906421776400165,43.371736923478906,40.1652973848731,39.65181577119216,35.39781582425066,52.320903413226766
12,42.416230088824,40.59580997086368,42.108196865340865,35.39684627473943,51.37599292367506,38.94941978057991,44.6248794647171,44.01065079265108,41.09656736177446,47.51570539852651,30.617023828730474,49.07232677319038,40.496502010297554,43.308336530020114,51.75630974601268,48.72286899857064,42.201564865051175,41.48140681014643,38.0470450858805,40.14257052966808
13,43.433241364976624,46.419632029328795,50.231965478739326,37.74197148941139,41.890024081342986,40.706239472707786,42.510386585176775,45.01613253544917,41.91598781760927,41.23481291513039,39.3450235438142,43.57496038897658,38.23556371246884,32.73315176506034,43.85603824382821,43.00895651688322,42.63675206101633,48.77631883128725,41.801288083354734,39.93633887124545
14,46.09568869503064,39.11994358643694,46.01950527901435,38.4111889734493,40.160111522226174,46.16434286406102,45.32155585127345,46.29005507612891,46.86552891350165,45.77067927320191,51.232437799761364,44.552499849356614,34.79730277852716,40.931047278087824,35.07875926159452,50.51208167001385,46.43822986880182,45.247938468012435,39.95059986042648,40.23571698375394
