,1,2,3,4
1,84274.00053714955,87758.4837579434,84324.15805069529,84371.02488374754
2,87685.88332395193,86045.81417597811,85946.96806993602,84017.9630986785
3,88519.45801429437,83967.10425280989,88189.28413322037,83936.13642414763
4,84185.57548374233,83524.96551639933,81809.95384792809,84597.6084907473
5,88818.23328028001,86483.2013533161,84700.10614621737,87457.78925759257
6,81604.6124685731,88024.19389875382,85362.12940111023,80657.84019777822
7,89986.82795489517,88230.80811524643,87400.48663770147,82006.37136265462
8,82232.0284578,82685.33030763971,81916.56593074895,89859.02005949109
9,83456.73036460431,82699.8197520833,83810.44225447667,83315.33017757384
10,80494.32155905847,85208.92294272446,88604.33549255106,80284.44083305418
11,82265.89410906039,84603.0876460106,86871.01020555187,89458.76221391046
12,89198.0117193794,85213.59788699585,87744.48171623396,82581.41734106356
13,88601.45921568785,85824.48020085815,85064.73938572797,81587.7936403454
14,80983.0313032786,87063.27492681165,87231.44076521012,82178.80315554587
15,83727.83840104175,84465.12879898508,84192.88576752551,88362.98333025766
16,89329.59657124412,80211.07107471369,88342.56651312092,87913.2415302457
17,81959.50695526651,85975.32512749157,82494.67430371368,85658.37560243133
18,85564.89881280213,84854.69908055382,88009.38191480696,81265.49272860879
19,88457.52639110143,86920.69887051434,81816.06872404783,89002.57311523822
20,88107.55081310878,86596.27720516063,89331.65113332424,87505.1688978189
