,1,2,3,4,5,6,7,8,9,10,11,12
1,41.959241046040866,35.37003255569504,41.678121547206196,47.32012211644659,43.00076543916119,35.561616510348834,35.35557469892972,39.93099022800213,40.915404069184675,39.09180662852156,36.97304178221741,44.38205798117151
2,43.503263402828395,52.59501299158221,37.57044099846543,54.44563967430612,44.290131171737386,32.02541741243616,40.60059612759214,51.55786925201271,34.0208579436124,39.33299128705229,42.249568911760726,36.01710475873212
3,39.49501585181836,44.02407932751397,38.99071393558423,44.32687674480903,40.081472708176214,34.550553820875464,44.55624707220832,33.46340160520814,45.96591167883751,32.4879497181449,50.185203981362335,45.23044246111756
4,45.08671027506273,32.17714562472845,35.771413470207484,38.858249055847466,36.17518505475299,45.23706654960276,31.587933471063984,39.12256323833343,46.23904903058941,37.136418952736484,40.84797436626533,42.15912156070442
5,41.86675492870041,44.2200548079898,37.7204652017885,38.81287931228676,36.084155146889366,38.102149019522614,48.817310990312706,39.16385896830472,46.67963979155224,46.2051301618505,46.07020780366189,52.77039355950579
6,43.111977358445124,37.936282343115955,41.68777217782733,38.191226987294414,39.31927048343893,40.282386400308205,34.36606917046609,42.75789581494397,35.638310078681776,41.27378430522851,41.342777265009666,38.02587697472361
7,40.801147350358285,48.174742841103686,47.00309461047621,47.212380488047366,36.48482478907811,44.0546915193915,46.78085109067608,37.3389706827506,37.194688456609356,41.75581379301758,40.50428479387401,49.728672789424124
8,33.18937248417462,45.24353532081673,49.59150837861647,47.44385129044525,46.33813511682243,41.06151709334776,41.01534249272249,33.30420297374512,53.102991881976386,52.08490442609696,41.19789056145605,39.071136957344414
9,39.35614190530521,48.70067210726291,39.6589225890067,50.77970719941802,46.439788664344725,32.84437484261862,48.73745934417727,43.25370597053422,41.02837689513677,38.16755719460079,40.038511877143456,33.16998485420564
10,46.53704451532768,42.41286990380315,45.57074280529451,38.63305502925636,50.21311212877011,41.427531921085674,35.364362483418724,38.44941969572418,43.4943464785305,40.43492304861925,43.89301196949009,37.765207166930885
11,43.96833341082562,45.92879431042991,48.4763090703434,34.83307123297404,42.14814978590674,45.345028724017666,51.85426856376217,35.57403386008663,35.170857494230674,39.88495734106147,47.329271793131,45.35968181757955
12,44.82551930374702,47.90281916803588,30.97654251784257,48.144740953902264,47.80757203552253,44.12664293436846,37.98842787082999,49.63018325429854,39.47267566584524,33.130634637869086,32.38446952699343,47.92137889937062
