,1,2,3,4,5,6,7,8,9,10,11,12
1,19.172593903918166,17.15836439470462,17.279490866367425,17.72950876406585,16.892475896259185,17.52339875270231,17.36337117312675,16.42934131343328,19.362432147259348,15.2358011411703,16.821553286373174,18.870177072493227
2,17.4275694078177,18.931395818206585,17.41303260187022,19.947320980849437,19.420214605462128,15.038659929886975,17.37525370373644,19.287069226224602,16.717628570112932,18.644965644752723,17.091581541287418,15.478817529676114
3,16.576279323820277,16.56508309407755,18.272752221788434,19.634357195015603,18.51845214756531,16.61517024025232,18.415597911641907,15.420511657768264,16.87750604587831,15.95029358264069,18.46524487197234,18.310528131872275
4,16.76536210782217,15.903013707351475,15.783303382675458,16.184947866963412,16.642296867776935,19.347978372787377,15.60956973129121,15.840714412932693,16.852275528267462,18.02173009123993,15.279074994351461,16.226130482803793
5,19.169857154131513,18.31441779266781,16.757153349392127,15.571061572450008,16.624518260867507,16.222580211837872,18.552825638542046,16.50273274549576,18.3861792839631,17.063280166351213,16.749691908772157,18.929112779170527
6,15.927017934058435,17.284114488466507,17.917556814674473,16.60600300394046,18.53124051938663,19.589125693387484,15.365353028823211,15.907136423176237,17.54556067922568,18.999403550848772,18.15478804770982,15.098453489247513
7,16.649906358696533,18.26914021952726,18.43568792801534,17.411244584736558,15.268673495206652,18.13893769359153,17.520150680691646,18.627066474779422,16.95247102303741,19.17862704020802,16.537511151209475,19.318934091191988
8,15.072403461822235,18.813714219433784,19.136837507944037,18.404485218952587,19.51367070744489,16.00867053273308,16.759745870577458,16.145702512460787,19.224591714128643,18.732050677849216,19.34526416234682,16.738114494712324
9,15.769753815298172,19.841413540256774,17.244617995053332,18.64951201904594,18.27083483721859,15.714234161916222,19.220888215818135,19.892316488724198,19.831242829717095,16.68202002400953,19.629744583465094,15.666222543243835
10,19.698612226044574,15.220501587233944,17.04538856196283,19.215034025998314,18.631153689729256,18.604635408789882,16.386726565904933,17.106069394900974,17.947749668480228,16.945688044878178,17.529876162274043,17.701747418303484
11,19.121350025884414,18.624889605129145,18.302441310634137,15.179419629275088,15.776926056630789,19.432634178694762,18.828775552496488,15.901922090102635,15.32578006377379,15.813658494167225,19.187027958870978,19.86553251039027
12,18.775524678010342,18.923022930453797,15.146921887062078,19.373190907112456,18.405747828427387,16.745233220545853,17.497903696430736,19.750287998639767,15.270438595401393,15.958498667770987,15.750754203934845,17.69123454885919
