,1,2,3,4
1,2.993895598611698,4.962006192836878,6.997112111980556,6.874055252198092
2,4.437044581294724,4.441314997441168,2.532871988252003,2.6125887352555006
3,2.3491674708781938,2.521333105771731,4.695625907751663,7.714599675641917
4,4.3882396990349175,5.542827435398636,6.364410215849666,6.097018915117145
5,2.9371258981466988,6.335899159350286,5.656494789924059,7.2603469195463415
6,6.729746597255206,5.352705038905676,8.692938439247436,3.826415560389687
7,6.974530858724735,3.4114934258477105,6.64532637107686,3.7466100798091087
8,3.443732005225219,4.591200803969551,5.561996779217488,6.766479567938093
9,4.167166834241419,4.6763569271558225,7.326499044863554,4.310215294964999
10,2.446595833000889,2.3227312022513895,2.9444775666749945,5.286610248118816
11,4.688728706067303,6.726389130850183,2.6677621223557395,3.1326341253379857
12,8.784007444137755,4.971395227646098,8.412371315188071,3.6404200199691825
