,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,2013.9005899714352,2078.1212911874873,2082.1054484889396,2000.596988946024,2035.8609523493308,2092.7932112702424,2055.858774380733,2017.0294285600185,2039.7686499457873,2063.071138378838,2076.350231046338,2098.548006914118,2097.768596191419,2044.4137204279473,2091.7980051703507,2072.376022754237,2015.4939104729142,2056.9318606228353,2052.955486779396,2093.954203690861,2069.2623234111006,2053.9422595624083,2091.8723546688148,2008.0916387710408,2030.9422641621454,2036.6358295354876,2001.1747019012012,2054.515794215921,2038.5575000354877,2046.5144094471812,2005.2614182019593,2098.0549132697606,2087.5372403832125,2031.261674812033,2008.1769321296051,2010.6600834632225,2011.127826523132,2031.416364794223,2074.6720853082174,2086.7822609195223,2045.0380463477843,2073.540072803181,2019.5411686602233,2019.3904940640434,2036.7443366009127,2034.9241348225653,2030.207904852185,2054.9760447375393,2001.2695211487182,2035.9230860818946,2068.4992520074074,2020.754157390043,2018.0837706444122,2029.4115602857141,2000.5608503491453,2034.4784582457803,2082.840450984556,2002.2289256736588,2003.0319143935653,2037.4355820711257
2,2006.5360272291186,2085.304731430584,2036.3551503367783,2070.8687128991,2034.2507854072164,2028.5413662432557,2000.5491392650424,2027.00337385804,2055.8207042219256,2039.521104650653,2084.515119920227,2025.3563138257205,2092.018925750087,2014.4958200934254,2048.391564314715,2020.198598954995,2011.2181925622326,2007.8935752137038,2009.7961291840206,2044.3423865506586,2049.3936504081335,2029.4450887011863,2071.033168233057,2002.1500365005454,2030.9591687721297,2084.278350020237,2054.7458345648015,2005.5169943227595,2051.016579951304,2029.4254546124425,2016.6327322082773,2067.9283628275098,2019.681691657781,2039.589262219839,2072.776492932728,2080.993513469616,2060.1484813552624,2013.0808744908413,2001.0890479153295,2029.2572815401916,2048.3884574465997,2007.5670844556505,2008.3491221303773,2097.9494336218013,2062.4270958829798,2082.2908321879713,2078.1009954812057,2051.0238158814373,2060.6962140122473,2028.245125043797,2093.5996037806267,2061.686906153258,2040.6849284742423,2005.0178340645152,2010.4844958853648,2044.3939337202414,2002.3762673633769,2028.8570973063331,2021.4895463169776,2022.1510661749141
3,2019.268381927094,2083.9152909000536,2046.604407372799,2054.313911216528,2058.0817369173174,2009.4346057402502,2006.401098697687,2098.681018842278,2028.3831412334357,2014.1901385874792,2001.877907193977,2087.070774636017,2017.3745331022349,2017.1535262552154,2037.2695885454423,2018.2508525374894,2044.1009552322525,2057.867574506044,2083.615954224442,2058.8294798892152,2092.403204772863,2048.1283987946613,2062.184326728932,2044.1706605152817,2091.2510498318115,2071.040784426701,2060.2796709732092,2084.3388779685297,2090.6496042563563,2057.798564727571,2020.7595460201087,2033.3089933911915,2092.0011246749023,2049.115759783369,2084.515117387513,2049.1576106454086,2004.824868028768,2058.842265828163,2097.988829560063,2015.1465447352684,2062.6922525754517,2064.4414821825826,2010.622624169423,2029.8976025698046,2038.9537272034083,2095.436257280036,2057.6754280005703,2008.7358410721279,2010.7159734125487,2095.3682705704705,2080.5344192296684,2042.8301675078042,2067.2491532142476,2021.1928862779434,2052.016456414661,2097.5541011071464,2083.042455547995,2021.5979284796715,2044.8423517046808,2057.268148844741
4,2057.0801411824486,2093.0525604250347,2025.5096077449919,2065.6339481759564,2078.124715191459,2011.5971749685978,2052.638919156543,2041.2343610939683,2050.229242326557,2006.531505635433,2026.953611555551,2025.0002039662827,2066.8677660491758,2005.0074237848607,2097.313461370951,2037.5687444083167,2087.1869885649835,2069.4292329943705,2002.9579060359217,2008.7270653096061,2009.4963237426928,2056.422639588525,2056.604236034061,2031.0608035280957,2011.3193623405693,2076.860569131462,2013.8198879284412,2058.5031885945164,2050.8677509841204,2051.0122961464267,2035.9337364400403,2005.5478835542135,2033.6194364141704,2094.9851902562255,2094.8332738094887,2042.931906558973,2074.204865542399,2055.7615380609577,2091.400364672719,2073.641040813817,2039.3930919645468,2006.0535386977406,2081.061289126051,2031.6420782318692,2049.4205097851495,2054.1529321501694,2051.7528796856614,2014.6192191907478,2035.9344980177116,2036.1309210570207,2021.5795117701703,2003.6849281549758,2092.417784351016,2035.431776004033,2019.5798641888268,2086.409168105661,2049.8053455407885,2081.9925105399593,2076.3319748626996,2011.672474423027
5,2051.607865953111,2033.4240701266835,2068.5943527078175,2078.7217619914213,2028.4709680471894,2042.0006230285242,2088.235368955385,2076.400409948039,2028.4902284725913,2072.388234236136,2002.7140256343616,2056.329513477178,2004.107730144011,2012.608120803864,2082.059857334343,2068.160754791964,2043.8831502539385,2039.570968343471,2087.5795565928383,2023.876723038551,2039.3983749201939,2014.3478232488885,2067.2426550129994,2017.5609433004124,2099.9753797323674,2096.443228020823,2006.7753612434321,2007.0849004725792,2024.709061519392,2031.12510467892,2079.793744469217,2075.286396338363,2017.890488750027,2074.052148077198,2037.6831591244004,2031.5340579360382,2020.0109758109265,2055.6849178712937,2050.7957427886568,2090.4518148416178,2016.4448122879817,2002.6082743985544,2013.9205448408702,2003.63549334857,2056.8673223999335,2077.1578461806835,2098.7176440749126,2084.7246715018473,2016.9576285120988,2097.7959084545487,2057.8507254733395,2081.023907747356,2001.1419243315097,2019.7956729983641,2092.503898779205,2024.2560458464234,2053.956941094128,2072.6034630881763,2010.091105534707,2057.2731397315974
6,2021.2670108959433,2035.8146287667244,2044.3821151196253,2074.935539869056,2091.3964093535656,2096.9545605313147,2038.1630330279836,2025.1797063790245,2027.1016369832128,2076.4564486285553,2084.257707531919,2016.4744828400624,2002.9940898815848,2084.7380487877226,2015.9705967363795,2094.5241946421493,2096.7511868618953,2057.818647722201,2048.603508571165,2035.3928421031567,2065.939905220147,2038.4359941637572,2043.4895762107053,2061.329944777336,2003.4634874011645,2021.8804392599195,2002.0191940542181,2076.313347386243,2038.9867638472433,2042.266969287425,2054.9683473173513,2038.845938271124,2081.063299844686,2043.5904557136905,2058.015650733972,2097.117124279996,2099.209948835089,2020.2873375486006,2044.452018614947,2047.4748827394471,2029.7638568650355,2028.3504580752237,2083.9621197823426,2096.209405493858,2021.0689470300945,2089.1733770933197,2039.1976199749688,2065.142575593287,2028.386024244127,2094.1081664997655,2078.6817214849348,2019.2773219435603,2061.503902135867,2096.879617540365,2028.4585358310696,2036.1532738822714,2020.3612220211257,2063.8768021090186,2089.2819743731584,2034.1696589565029
7,2012.4398781503812,2034.7676943153633,2062.6722392878464,2073.4838373971006,2060.6530235414384,2007.6206577558505,2093.9821106333025,2018.9391477593904,2057.40856414397,2090.683428826746,2097.3385842697485,2085.7771150046487,2012.9091113116497,2090.7018079749573,2032.7513170731847,2058.2385841587566,2014.0459116620011,2051.2724466926416,2046.732965539161,2000.5312994395777,2028.6208434644288,2014.3448755974703,2035.3524232735085,2027.1671006978322,2047.1126156095406,2077.1552166658785,2002.0636497148023,2022.7580224006442,2098.353069317535,2005.9609045702832,2059.550604449439,2099.828171135245,2060.078719634603,2005.2633517159054,2012.4673985882819,2089.514642853532,2086.841716737518,2054.8778799805964,2026.2580226796636,2051.0347720879618,2025.3773801841471,2069.013443473773,2060.4124042207663,2078.79815060236,2048.7638438523627,2003.8360570820087,2079.0021371197686,2020.9375083239613,2022.6638312079783,2054.163794047002,2082.2594937221743,2094.9093723639476,2024.0773095809902,2089.6197173838596,2091.103140360524,2074.442055836562,2037.4261631612046,2054.7854038435853,2013.7633262180425,2057.5273369619513
8,2057.5613599672683,2058.3473095203767,2092.0230436352085,2053.3100852667703,2024.0894128683067,2054.523476667311,2012.737430939637,2007.4780726984507,2083.0610445380576,2072.3155338169076,2008.3911698906202,2055.758215157299,2052.510554805059,2050.7311729276385,2003.2404726265656,2096.03705788571,2092.764989154587,2096.441457476493,2053.3382070180587,2012.6639894712512,2073.228910064983,2094.973281989876,2025.926605534024,2028.3768597728695,2044.7056474458352,2015.861841659034,2056.858139273796,2044.953270683923,2088.742319784587,2021.4831488058348,2016.7949969128674,2049.563388085122,2051.6625513763743,2040.6196103713446,2023.6796416953366,2053.6363657484217,2096.214082861202,2025.6435638137516,2028.3189800006392,2003.1464884806978,2087.6105334403237,2027.4384628163102,2005.9762416194162,2075.205244436628,2092.9189099194655,2042.3930967331162,2032.5106121939175,2068.8824398960164,2020.7059456234408,2055.1518111723617,2049.4534746801596,2058.735938291603,2083.5240464465214,2068.412829613004,2088.238726575758,2027.9355046523551,2024.995570178364,2018.8111964123534,2000.835500764283,2065.7456149213504
9,2037.181703342207,2016.6125958030639,2025.9178623806858,2018.2502496465756,2017.8072426146603,2022.776820968273,2009.6410539973717,2054.4105082043898,2083.619589815808,2034.6640124706496,2091.259991662721,2068.3919312021862,2082.603713456391,2092.4854267903524,2071.8945551679044,2077.0428139264586,2007.4017559425872,2018.8685378622488,2031.4051591550158,2033.4390264255087,2046.530494678785,2009.5258743930042,2034.4227486079535,2007.3157951523697,2032.3414122365994,2066.150068694695,2000.2921116084915,2028.4363550918083,2007.2846449901242,2071.0762029948933,2084.12679407776,2097.8330541773475,2061.7167684177243,2022.4899923354844,2022.8311102147331,2049.3526760757363,2093.134652983935,2062.8056058174284,2018.14000585299,2051.6009316529417,2040.9122683790927,2086.906844403258,2010.4415600034904,2021.762744680129,2075.932849328657,2097.3246163202366,2080.8830880918613,2057.0432757598555,2080.960601886733,2037.8638266486787,2023.9808007588283,2044.2336053919896,2029.3045583038827,2064.4359142592457,2091.6124132812647,2067.139665143144,2078.3730974899604,2091.9902340727135,2073.1978521112055,2045.6333372336017
10,2074.219561227288,2099.058884412875,2067.385501744762,2072.713566757826,2013.533202581341,2081.734455284326,2092.9178406941573,2008.294053633958,2092.22134323116,2076.001266647895,2025.2674182438993,2003.4779645189437,2059.333001645595,2013.9996335478697,2088.0638649192406,2064.3480442687332,2004.1189333604573,2019.4412348708313,2062.4513167521127,2052.665239081891,2029.025686615062,2039.5118234976003,2024.656769412083,2099.838917034151,2088.329484582389,2074.097011579414,2024.653797847332,2008.8881208423372,2009.6131411027025,2088.1474036201275,2022.3912241332316,2005.5035717909989,2060.8748533178123,2075.404022833511,2090.553633701215,2048.402717027667,2071.8544481276076,2004.6842197320375,2030.4540733789538,2008.7152548892302,2040.033697601476,2019.9356142459776,2049.853686042504,2024.179127164696,2019.1272781131138,2060.1785649900744,2048.0606003377325,2038.152871417584,2041.9012352329369,2094.6957348434235,2061.1250812302815,2020.1797951913088,2026.6786814130828,2029.9706597217973,2071.146243352797,2050.9517368055326,2021.2617537239996,2058.0561196005933,2087.572001023941,2012.6329086170545
11,2099.245370621921,2057.3311197171674,2007.5515218509051,2092.469877635907,2066.1301010050033,2025.8363417734365,2001.1311782710873,2082.7830199312475,2019.6810432306156,2091.0390915200487,2026.2065326323836,2030.7537031229897,2042.9002320139896,2084.9519874954317,2037.6309118382535,2066.908285110764,2073.118574778182,2089.466903057245,2093.85261649051,2087.235115122252,2045.254944508978,2055.0833871835184,2057.742195429644,2048.5580729125127,2091.4056867286877,2078.6345148739674,2009.332734739263,2099.0932510658467,2019.126095590956,2026.939114009519,2015.1184688564467,2026.3517884829505,2037.2763770201327,2097.388720792205,2016.692840179835,2061.018329124831,2044.788525445431,2058.7027165466866,2005.3649399753167,2030.9330177949416,2009.0911313298918,2046.3448473688916,2089.1986450313234,2082.1384851035573,2087.2154526528884,2039.9596573573992,2050.933785295587,2025.720613444364,2060.6987979672635,2044.6311222005086,2049.640640720513,2054.0963062333244,2058.04621859144,2046.466107957705,2079.8487173214676,2040.9233952695822,2004.3632078776288,2083.341184660018,2048.4791128470674,2047.847385595084
12,2017.6834150827726,2044.3003388073705,2014.347193193665,2004.1237796639539,2096.316276986463,2026.195131134545,2013.6098758666212,2068.805640730009,2037.393112362876,2062.307993927305,2070.644601604775,2066.2109396312,2022.6913533569532,2078.33730242472,2007.0969833285424,2078.814271523222,2016.2345413122432,2040.5009654284315,2000.6197835088158,2016.2852242266085,2067.7858886670942,2075.014413971839,2091.0191893397773,2042.0225661534485,2061.032839976562,2049.204279660519,2002.5408493262569,2044.8274728519923,2068.9449837331413,2067.6872927509476,2029.343532615171,2087.7475451513096,2077.1223712697793,2085.3721526144122,2093.715190273586,2023.500392135629,2071.7284878954742,2004.39524906959,2030.3624606503583,2048.304848321541,2036.4420337192048,2019.8473240773005,2069.8684328218687,2092.5302115310346,2009.985798651762,2023.013763791519,2028.4846518654715,2066.7973056569804,2038.6616981631125,2076.559761886929,2009.564634016769,2046.018043920665,2029.2615186081036,2051.341563987512,2013.5745428633122,2044.5997350969055,2051.6387951335073,2034.420628185204,2055.4651733964683,2071.4290774791316
