,1,2,3,4
1,85807.5036384711,87186.73610267256,88620.31056891836,88965.62820543634
2,89576.09243427753,86275.0835009971,89989.8057441425,87905.07378175129
3,82708.24119391908,89905.50529576834,88015.0561350661,82531.14833412951
4,80318.97262659077,89528.09795173432,85568.32007130823,85527.09922979516
5,80473.77824236042,86390.38320593837,85001.03671814686,88042.9495508424
6,80695.49717140284,85629.30984032601,84086.80130399253,85517.68698563261
7,83584.63447127545,89993.75369840582,84503.23845716084,83458.23709018315
8,81897.25613104264,89235.27675642427,81042.94099609528,84403.4374662306
9,86862.00546419638,81424.05551291614,89314.96174473711,80588.74895591263
10,82180.9961792813,80771.95287159894,84115.11883957584,85972.58566220454
11,87311.41777431234,88784.33272286327,83532.48415795872,87024.62737364214
12,80486.1637470141,88192.61844425822,83182.75640959985,82216.42345607285
