,1,2,3,4,5,6,7,8,9,10,11,12
1,17.6985498959688,15.732305665155755,19.56246088769666,19.78804794168667,19.298149475362905,18.463802325305483,16.92950674321838,19.633639409958395,19.272331991201554,19.18943120152884,17.920284465307645,15.349887338245736
2,15.12827387857116,16.128010598494903,15.461511639077575,18.725526963888317,19.25527722686386,17.702349998321928,18.05635581856584,17.365687922661927,19.67594338768894,18.064063511894766,18.101805611475676,19.290033016672545
3,16.918687765312182,15.320547565273317,18.700735985999195,19.220946402415098,17.60116738733402,17.33822266614389,15.49312058059576,16.566290725865755,15.936930858945596,18.737124701780335,15.80183209117399,18.423154101204453
4,17.203355124172536,15.02125649192719,18.511689612893587,18.964462412181806,16.69244674518905,17.386680080564062,15.243583753544145,16.132853395091065,18.481284637844233,15.705686627414877,16.152954878112,18.47393828376344
5,15.341827495634416,18.646662314108674,18.137289679381695,18.260330363929775,16.607334480347916,17.692214965460156,15.393913065847622,16.422581028447112,16.014330097183414,17.55674034963068,18.26104625023412,18.075433850204842
6,15.668185312992879,15.900776730089472,17.486283573096483,15.100244831045604,18.680689835201033,17.962121959433535,15.794166385236693,19.586558860108532,17.71862980565445,19.988813362384974,15.211621693328157,19.064732387645805
7,15.38690343348866,19.70123479517836,16.807180061136965,18.33306134262535,18.573034120651847,18.565494186748698,18.46975763986009,15.058248410568421,16.10237812148328,18.98635936122718,18.934851359463536,19.00831029059301
8,15.039142970618922,15.20673063258441,15.369130531087837,19.36873824172965,17.387195149688534,18.65861604008835,16.091583764917505,18.349150007127704,17.22013581770054,19.943200969485908,16.431241296038262,15.542467102126484
9,17.734505567907476,18.405857498990695,15.673601337416164,17.696220218215352,18.72195536682778,15.55921717364322,18.92835631565473,17.720793052104273,15.052622677961171,17.945489472688898,19.0233511467139,19.954715331361708
10,19.956548095227348,17.069752008074154,15.186675023961296,19.85206065838166,16.102698418591515,19.775057865463097,19.826864021292852,16.64168349510189,18.81378486091722,18.15960904495821,19.23215375852306,19.771994767019596
11,16.029020712315152,17.046722371848215,18.64278528360922,17.949594956206056,19.705979841671535,17.234436917850225,18.087918910584772,15.41244116954026,16.15206499582606,15.609933457955343,18.833446867060758,15.09634228004978
12,19.704991270518423,19.179447711147482,18.3950471242344,15.143250703580179,16.289488741160923,15.681409671838983,18.55349369830416,15.347329570923282,19.449440594996442,17.771849925162286,15.51694536056128,17.30262773971446
