,1,2,3,4
1,24009.175068498065,14183.978687783694,7869.798770438261,28827.25170673199
2,36949.72394961295,10261.783251390185,4177.79466879097,25808.299946354262
3,20262.945297431124,30172.537714749255,29741.553691130426,27499.86992025006
4,31904.747648143286,39063.55714796439,21286.49140180473,5960.050649136058
5,37618.88743956373,18184.23059328079,11177.61792271427,28811.808383448984
6,9553.50459945344,22604.71548109357,31619.960741400664,11757.473166907672
7,19888.79172176914,16307.349822732833,24699.614734516214,7407.534662992841
8,7956.195231274374,11764.538570480368,12463.58410136587,4332.174697901894
9,11313.495894372458,31731.902587823,11545.844681473378,12178.768804970348
10,15224.865620980883,8359.201478643126,21403.68770735066,16944.339915719193
11,18150.46534755143,13740.330604204823,12740.079789869298,12771.373522929434
12,30760.847033022405,18412.31327830557,20774.58439920075,13015.670334848668
