,1,2,3,4,5,6,7,8,9,10,11,12
1,37.120448120593025,37.538148280288446,37.09270787158863,36.67930932583965,36.84036533361967,36.640266451089715,35.980221559314565,36.03040334846632,36.72216602827111,36.65065813789844,37.68785127720567,36.61257512886274
2,37.37010499760306,35.848116051783705,37.82217695317896,37.406220328420595,37.71715719578022,36.428453462873094,37.33764700131834,36.0012713916157,36.013017362703856,36.077370317253006,36.14376495107211,36.575235866795346
3,37.83608634465371,38.192258662578105,37.24737399019762,35.75421740944067,36.60998035805013,38.15855616672953,36.31163282598517,37.20784295814336,38.155400941828546,36.73204700813755,36.85119716235054,38.10608112926101
4,38.13947071302903,38.06346062016872,36.89090359203353,37.26943375178561,37.11701852763446,35.82548445978347,37.22034701314441,36.30743296863469,35.74220650180045,35.99500901370713,36.29098089154756,38.204355402330165
5,38.32230148509522,37.950659091374646,36.73558293702235,36.74685175773465,37.644185520944994,35.64522423134878,38.332112108961404,37.42664464965427,36.2478570731163,38.076544577591555,37.007736540285244,35.60556993237915
6,35.674737229626565,35.44499456579323,35.99858420866913,35.50424183491545,36.8808173957854,35.5988211664655,36.67936684906496,36.05860222222646,37.029162092887304,36.66690337432571,37.86262138828008,36.35963426358971
7,36.04069494076353,38.17034750003678,36.74909108920323,35.43447327769738,35.58830915147395,37.01671530269591,35.98231420713035,35.79470684576099,35.93659712540993,37.584246848677054,38.19704188261339,35.738133903858085
8,37.989340742229544,37.48575946843821,37.02052995245803,35.551055915553256,37.713223350848985,37.786840462880235,37.613745600037745,37.00146868485239,37.24481437971041,36.659988682248944,36.2735410267281,35.973133807786084
9,37.662282668247094,38.1543274530443,37.21454714181311,36.95274228594087,37.99981140101604,35.48440891888545,36.25802662280984,36.49741333318826,35.44329847205903,36.909798863855556,38.17172924480731,37.741735058161865
10,36.95528308506568,37.37962311973545,37.70570445753739,36.13327990608052,36.17699080423317,37.16567136014339,37.37254334735568,35.36084042040314,37.91710293694983,35.78473613942155,36.8870565202235,37.03654116612424
11,35.371573448176264,36.63655161377116,36.95122829940838,37.42212010113155,38.05952165340073,35.55568337949794,36.199296143801526,36.93379693885451,36.220704894060646,36.610393859670786,38.29615885977377,35.52080008238493
12,38.1367396366144,37.35393464187551,36.8457416388002,36.7440912603046,37.026803412519754,36.22476147170294,35.865401442171844,37.2092219672462,38.3154318874151,36.898661993574336,37.36302505007324,36.908597739029716
