,1,2,3,4
1,83589.6341308516,80073.03447663384,86813.64134578197,82377.34248498247
2,87132.48489088893,83658.40232697187,78455.2779391246,85157.3736595024
3,82854.51107098295,86772.54551199723,83268.90598923934,79359.38952971397
4,87592.87152962507,79883.33400446668,80166.91514476278,88445.57737712111
5,84840.92128665483,89048.31610646225,84262.1590417089,86277.7558995749
6,78772.08907837872,78439.04587540563,86120.62975248684,89228.61117603572
7,81289.68750624108,80418.00994974948,80518.19111992448,86074.68116576885
8,85173.46113733666,82922.56136209448,80387.38405259734,77606.35505860452
9,81616.1123983867,87139.38892263522,88619.05429534978,77377.7838299675
10,80329.56316925779,88380.52435801754,77804.73727755088,80154.8264967022
11,77900.77583227736,85017.88772646779,89544.5525316617,79956.11938502593
12,75602.91193417866,83020.26536920495,89451.46301915377,87043.34415490116
13,88569.06553044068,81895.89740774159,78900.00571836148,78992.32533462187
14,82118.66629215475,78232.80356295875,87486.20121365614,77472.91452980229
15,80421.75470897323,88439.51641825392,86693.48299505675,87682.83733391688
16,89039.68220716719,88131.51644569349,85742.87153984657,81898.82127086225
17,75177.42234754119,88965.44291158981,76271.46396370132,89018.36504585568
18,87684.09064117933,89424.53135662018,79095.64310492604,82279.36926662309
