,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,75.04993766089304,85.94232295748384,97.49193645127968,73.95412751321754,96.84173805862387,90.02462794005282,85.0114929006482,87.89000152114659,79.06794223406118,75.45310140589487,80.39027654832688,82.13385406197459,82.81268537427434,73.92721775235269,78.15047675039787,89.3374745000909,97.34711864843162,75.89545177380634
2,96.42138635500379,101.25610739331721,84.55519402126794,100.12645916384031,74.09107367138078,84.44747235561192,97.31631750482222,79.11598509274233,87.72496085875457,76.79950411483233,91.61611916899543,73.04027795017738,86.7850896392823,99.47136178101228,97.92286261343389,79.24400478998263,91.52888976653153,76.90358015308847
3,99.9458442658339,101.93591770510758,98.27593360778981,82.48839998329365,86.99449778232155,84.27778469864505,75.62519750658488,84.13215648981583,95.89372504084751,73.79851954056642,101.35347627452933,86.56570416740968,80.58514505539321,91.98681953355026,93.56381324093303,73.87288787490746,97.80750250909318,96.66775405423134
4,93.30153994200579,80.74363581991167,80.65835348269495,77.40423133952943,77.9187307868128,85.3545200480816,85.41877770777457,101.64440419289885,84.65692471266247,89.24698577073806,78.62061087282173,83.35850702885638,73.94552527250306,98.30164751183531,87.44816060322032,93.6371098658258,76.00194012361483,92.39214833559737
5,98.02247402131518,79.92365932788702,87.36790629088915,77.32731835590364,97.04354782898233,76.57390270280789,76.59272184749982,82.5372099403672,77.22881142064098,77.23781373453524,86.04394884880274,100.06091789063693,94.97975643981012,85.29660970169232,84.47814335474001,82.01689129377675,82.14405259478319,74.09427443067025
6,86.15946693356086,101.141863813238,95.36154933561207,80.77369750694204,84.11516731423609,84.75017845309225,94.8551116667523,76.55354253681911,87.63498569813653,77.67029987783181,91.83524643045361,81.45725850994188,84.42199604879596,79.33006240001458,87.98814291460484,83.57297207503044,85.76221567086077,82.15634522081095
7,98.44334451589901,74.6921775683196,103.37515715785402,97.13694183722586,91.57099788484558,100.444471471832,91.30646386729744,75.11773830721562,93.07915538082267,77.95742162488291,86.51755547455039,78.29921579647596,72.84043740277671,79.73279341810752,77.00878806750785,100.74109844552407,97.88139915676189,97.6214336984576
8,90.39566577806816,99.33362305454315,87.55399201915233,81.23536298743927,79.80980477616383,87.47153088589343,84.16019769634804,94.65069375023207,85.29431782157538,93.15806147831181,103.34408836683419,76.19212582629311,94.5655232075331,87.78644201774412,93.95348581290432,83.1831850082366,98.64863361581598,90.2981177918391
9,80.74591577478219,86.0821782081892,90.83185664146768,88.8604907637443,98.91386392549077,90.95605642940843,74.52377544237449,85.35902316602059,92.34789996468893,103.12544182808264,77.56189866149953,98.16564235542171,77.10315423572521,92.45220793979038,94.99005241919569,86.40840386151851,82.61244184658227,96.38688791154667
10,82.4353393043682,99.08977072642509,77.17507846851981,100.44942319973745,87.5891816435435,90.25587535495701,74.95365276983641,91.8159871868991,103.83040349363502,91.76857564750259,92.7826567760537,90.49063303925848,84.41906923755532,86.98983017688214,78.92520382250369,88.40840512367964,97.94139356073389,84.22702700323983
11,95.03582192099196,78.9031352174783,90.96783429627224,91.08513030153655,85.54342091669758,80.54558071342503,88.2269127202266,91.13265601228254,99.41009684926254,80.72561829562535,87.12532983035096,74.93139249097695,89.67652794369927,94.31072803871142,90.76498421868968,99.94352917189477,86.61668945818477,76.60363749755122
12,86.36264097204716,77.7772512469718,84.3278710584099,89.08282189395513,90.97256060653478,94.88552415574478,94.40440084244496,73.79150937860074,95.78052851967995,99.7562889487814,92.79612077614611,79.76411971261106,77.302621258563,95.29497435475609,83.04710789675067,82.25357406857717,88.89994433930252,77.5022365171934
13,76.53846082619748,101.76509008842291,100.0207887552865,99.28215213970365,76.51735661300313,81.1554434569913,90.02746657327017,79.21210326084426,84.69090338446398,85.03552053635441,81.13564006505365,93.74276568216163,87.0826463245437,77.03598421179278,100.11900116222282,87.64122509711731,96.44045564106075,76.3315378800461
14,99.22698603240929,99.19144741488894,93.29117179022582,98.59288760288021,95.11054288597285,84.84439132027447,86.03571521789384,91.4697058799364,91.22983434555748,86.20090487008183,80.36624262038177,83.72130170786929,89.62402050714337,99.4042207104954,89.95580847724516,85.07804419611575,79.42674970887312,75.48407412187125
15,83.4548304010967,78.38698200389256,102.69167556937863,74.78062852236427,80.22711560210496,89.38290428031031,81.01173216836106,99.93689812110019,83.36217259312374,72.46200609852849,75.15923539084255,103.75956883796198,91.43603144134603,86.52131702643649,93.40015934991118,99.50875986551765,96.08754780830165,89.05209192172792
16,98.06067220992026,74.06261251935979,96.47701231946311,88.46895112426277,96.24245837527464,79.86215545988213,97.83634794048379,79.39784171971702,75.17547367846504,95.61179521791784,82.4718002389165,73.46367194384119,97.97054859062621,94.64553455989565,97.83600086683552,75.5946243055279,92.05181440444653,96.58466915474264
17,81.1465918896481,87.85271392772614,98.47483978429665,79.33106879292349,92.64018183418385,76.71182296101152,93.1700436839604,94.87963617417265,97.02706158070886,82.78249300574254,86.702547374303,90.38551693405763,79.61900809583035,80.43602404936416,91.6133571702921,87.25812125834524,80.1383764502107,81.0499327515636
18,93.49591800753203,77.04252822276074,85.46010060377402,96.78631450672539,100.26363308763456,88.53199445180118,77.50493098832438,96.12430913840988,93.94914077856609,91.4658859391964,99.1441515408916,78.36279489451002,74.8889213354355,92.3443299097781,88.65278020088846,85.48034481514439,93.76697638742888,85.041343434239
