,1,2,3,4
1,89550.84860461792,85993.99758670546,87948.64388983641,88901.56692586471
2,82911.13221432363,89728.11837823072,89651.85480848777,81221.81647395348
3,89573.84310411196,89425.43579141198,82784.914977401,89595.52822154213
4,87120.24865032532,84952.76015660622,85706.73898956015,88542.72983470134
5,84888.1147210457,88857.34107364768,83014.90336812461,83534.38429672425
6,81570.31131971667,88985.8051243904,83637.40682683044,83260.2848261069
7,86940.26222434573,85682.53538942829,84506.43676991753,85986.93421070123
8,80087.29787913294,81809.15079374002,87199.8922063873,87764.88184166241
9,87870.52206631783,87664.47690556372,80559.75072184253,88662.20253963707
10,88364.53585367076,81633.89109719868,86833.09258456678,86028.7885534728
11,85903.17456667533,82668.44397328098,87890.42499708527,86181.43942560996
12,80494.24151606025,86344.50548445486,88930.53413411095,82168.69445432856
13,89875.05791547595,86668.37778066457,82352.7635241502,80009.03983236117
14,82858.97100486401,87022.72571791601,89985.82600928938,84192.2898390017
15,87842.193835513,88536.59976502086,87145.10489998336,87171.62210584932
16,82266.98599181256,87950.4377263114,86479.83484905315,82881.43738041793
17,89017.24025797525,88541.44552671106,86683.88147315248,84141.11707635982
18,88327.64971830061,89747.80990290659,81140.08255225609,87705.08263773425
