,1,2,3,4
1,26144.201853074803,18815.281411051274,25682.984402438902,12444.401147094155
2,28872.72249746696,14803.225402976414,6836.677912275602,39617.72949130508
3,5129.644371503562,10833.14023853307,20349.509548779497,22582.11813918496
4,5990.6435988325875,21563.913000499288,13003.128972458284,4852.985997400581
5,11671.372397300976,12940.210838648996,15725.902377950842,21726.14490859289
6,17267.402916873907,34132.26935622919,18082.039813091655,14652.595171963367
7,9571.328148778126,14057.247281298867,17768.208857257978,12998.053267472278
8,28750.752279609176,19556.896320239983,15865.428085294097,26158.413502229298
9,22022.759703714968,16113.081746203483,11409.82050560648,20078.023287055443
10,23569.128022571895,18200.85055371556,22940.12523454973,16387.586378216653
11,12488.3024762037,36001.265177312016,25539.676231169957,32225.42052030829
12,32392.757498073635,12053.391857345183,7279.2796853838845,7933.7718745859875
13,30410.34018656034,13858.13767347205,19515.829987476878,6712.977820846001
14,45149.475746650256,17733.922802283523,7432.088031949975,23148.572668694364
15,10229.841267380585,10252.195140850337,11550.896715810897,15669.866848033811
16,41115.767214343876,16882.843878752028,41696.09962024862,29225.84332018619
17,15083.280045109674,30432.939589418278,19021.81319515967,24536.134656812814
18,20032.60833946947,22524.07424671933,15181.760346404775,41874.304862317425
