,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,17.51146211632786,15.32657528177165,16.34768057777755,16.25001019831414,18.343388302458784,15.25037118924304,19.865673068547547,16.87843722041583,19.359349428249185,18.47146164971853,15.147895301796087,15.436353265480303,15.474816187134637,17.82113197942624,17.830211801703047
2,16.553040176404785,15.565968117028465,18.843028456573105,15.690994396422052,17.925159429725817,17.543387549206024,17.55061480732133,16.79668682200202,15.277394177710676,16.680971820708518,19.749259512811264,19.74166369047443,17.146595327948653,18.710243277119964,17.788076903047887
3,19.570018233635967,18.68205204069087,16.969654598227343,15.302676934887035,19.05306445630257,16.582103911593457,17.47102548925748,17.70764660750846,17.58764398428307,15.73096095953739,16.796724900885575,16.806546052851036,16.078975588508516,15.184246407748782,19.620889217550793
4,16.771588800201656,15.978993209441343,19.320458405283055,17.490267277039425,19.099625526997954,18.81659874313497,15.583623721151357,17.58039329765555,16.671203506334173,18.429717635390883,18.93608809957107,16.423548402359472,17.100031151426204,19.411768447769255,18.820020497401956
5,16.424511423629568,18.6194117118068,15.13570128171808,17.816475673858896,15.205386507200547,15.630406040193197,19.10299286671715,18.4080377395982,17.19415751269693,16.97854841717355,19.378977829641922,16.19383615192755,16.969918746009697,15.717391162444425,18.362132750649977
6,15.878047165020623,19.99876898661836,19.82216140104115,15.338768062171606,15.354245023628959,16.2354530759696,16.556255233945997,18.98968722346084,18.764319816918142,15.894524437501355,18.7026074038599,16.884157956220022,16.57670289680191,16.000548790546322,17.784245893564684
7,17.539787139432843,19.522590742080887,15.822240614399083,15.130413719927718,15.69602724204351,15.181774667428497,17.843366119996666,18.857892309034177,19.935882203745628,19.23623357509237,15.84788142560494,19.889795422727445,17.892536273666973,19.051195387367812,15.05709621657548
8,15.989783649918202,19.62519493896026,16.212802292321168,17.697847054706415,18.63017315440881,15.504555276735351,17.863656986579862,16.063350544797167,16.790731438336216,17.219105755981264,18.746776993452805,19.56982046767827,19.84772802656574,16.90815165139918,16.258985318951225
9,16.355081849160634,18.822822431427777,19.212885376595956,15.823724142003119,15.149704494079243,19.236902439386128,15.798529836818973,19.72620973210747,19.83755934309476,17.890932386110048,17.430175428558247,16.769642105157832,18.296995261007346,16.921799708187855,17.17447881053527
10,18.066497238866816,15.173174370058227,16.094021962995978,15.10095970271091,18.815667369312163,16.94933819236217,17.113348464371246,17.748417365867574,16.942296913556195,19.0531649922343,17.179522785684526,17.900782536698603,19.85585621399981,19.960497441754452,16.01436687743003
11,17.222600930747348,17.373744136972356,16.488192843251774,16.417522903761185,19.19810598911713,19.810470274692896,16.053447351504722,19.458668854665984,16.959880998748446,18.257128779664335,16.419301212206342,19.705408324988287,18.93408607424673,15.963866097178016,18.075195106793345
12,19.843980877018254,16.422926791553486,16.807663694113565,16.018061101056286,18.193840105450928,19.464098718657922,16.70848294782514,15.621993907519062,16.73838471576817,18.13361196439232,18.67419186985503,18.032651177071916,15.381032887792522,19.69910553166512,15.946957387969517
13,17.870428207198497,19.534171441337296,19.86692921348743,19.288855750232436,15.645455565582482,19.535090398747876,16.63756585365924,17.91192920793784,15.702295583100058,17.563622334632075,17.336648276958044,15.026564971978882,16.431042173221442,15.717243779873515,16.76762116367542
14,16.358355034891613,17.355630780477036,18.85776083329392,15.10318248574011,16.13790112003221,19.917653465876732,15.298045228514162,17.977530222471955,19.99140855676226,18.00393598173016,15.263167585795273,15.623369929414094,19.475732142676616,19.3420858368759,17.74389399902982
15,16.312901133983175,17.55173860439809,16.26886900920735,18.450672173688652,18.020620211038327,18.939907530117992,17.43819219261813,15.19180285410043,18.950106855988423,16.046875416198063,16.13319156039892,17.7081897023501,19.112974686108714,19.74546861819738,16.203865479049515
