,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,17.26151537516066,19.059578702597037,15.773056021442633,17.94928219479729,16.86784167770754,16.235392971645258,16.271649291093507,18.718735869873445,16.644322828606594,16.139578900485777,19.526783128763437,17.081471680585192,17.671981865586925,16.860302724321834,16.169283411298437
2,15.51171763592968,15.275910549845687,19.364359571867478,15.864849544392952,17.694758343884587,19.893620819650728,15.836648836885825,17.978817758097435,18.756828584353432,15.399435263041683,17.263636121362133,18.959136992440527,18.60889419976111,18.39282306465426,18.833446473400112
3,17.910512614770706,16.874484717754623,17.235467356492542,16.402131704369747,16.696278516676077,19.40082739595082,17.68174919046846,15.368720481068749,18.36134028908743,18.64878275486974,16.97804774007019,16.737670042528954,15.537662655199941,17.733147552697663,16.314112077464355
4,19.590083374773766,19.253226547276178,18.268039316013386,19.379188442370484,19.844552354989197,17.95393447414288,19.900658584530202,17.74631133340823,16.467977881911654,17.456183709172002,17.02543155423155,17.99887897347846,17.403487449016232,16.4335139177597,18.125940734509577
5,19.027003655893402,15.393738588972695,17.11811691067052,18.225010173514438,15.036419204702876,19.37844544374317,18.470105160510094,18.748843871970777,17.616476894356452,19.877333915246304,15.765430134222166,19.779081950824832,19.977992117548528,15.392767139692475,16.684422104281374
6,19.963718093417203,17.13380364790248,19.116742240295952,16.440578141456932,17.56047157587064,17.33052129777699,16.66471499196025,17.635408901893687,15.402557414165724,16.105975909774784,16.679795522459088,19.84437083188677,17.203771930386264,19.80656535997475,17.868090419537022
7,15.2330780090916,18.293569868682653,15.073869094675537,18.712356743648026,17.103522651266573,17.669423479793267,18.944157746099446,19.527975578186325,19.93439161055417,19.01038230766397,15.012713072150458,18.000426923038866,16.444230135443767,18.54857871429745,16.527718966764272
8,17.779336311143172,19.590345991601964,16.2393513628563,15.559206903305716,17.567703880834664,19.568579238916957,15.89619153531236,16.27939215175857,15.169979153002744,15.076858725740752,17.711093727770866,19.27680144200618,17.23261406917475,16.178185742881897,19.68267024913562
9,18.096044397306162,19.32288080560558,15.640566929601476,17.206191904427218,19.287769848559478,19.490968073329476,19.386319456085392,18.12735999424071,18.790559108823505,18.377491839185616,19.225817400223995,18.1622369333698,15.859448758883195,18.252599956971565,17.276700100441214
10,15.294253208033576,17.679314068694207,17.196460753637417,19.373632072039662,18.303616509249927,16.30394059454018,16.083827276930126,15.486615817881294,17.34572069317523,16.748998480392356,17.886745139864257,15.284709963223477,16.249586135498088,17.561472867387167,16.879790938877505
11,18.134509795266506,16.866099665158618,17.30156567118642,16.17107766695053,16.4979458592726,15.576421749977095,18.862196895004747,18.96941469582466,15.219679264559112,15.804806380263846,19.01428868938403,19.552383735759538,16.845953971664994,18.37655240995043,15.94996852728271
12,19.356161599368207,19.123531613590306,16.250064456930307,17.964247278130614,18.678814845482172,19.419218615581187,17.3386398599205,15.673103984463157,15.54697560465629,17.64838667644706,15.246442861496215,18.104479561423247,15.166641024774655,15.105918516866351,15.376046413564195
13,16.840142800613197,16.908761632741935,18.834850684462253,19.229733661963504,18.63600395521214,19.422165921048574,17.874512450804808,19.69942162557971,19.533946804775567,17.242184218563846,17.398630507575763,19.283296391167994,16.992030560685148,19.709998874482462,16.4665597907877
14,16.295037153547906,15.544640170234656,16.235217069356214,17.688768207060505,19.901186910438824,16.03864859131276,17.735099929579203,19.391952677640987,17.94830943632269,19.176380904958442,16.196427608440263,15.36539862740571,19.764832018803492,15.561634868043145,19.011982478838522
15,18.255075290896063,19.325570720975733,18.148747826879635,16.490891447830226,19.657409693326795,18.461510233142242,19.38318385918508,19.077461459593664,15.680011606291213,18.497062144596285,18.405029965728467,18.77897978392197,18.998253059979145,19.70723035808418,15.325736271037318
