,1,2,3,4
1,80676.62824668712,77838.02771749583,75375.58143879539,92414.1549272034
2,78474.90662044699,78430.70525104308,82453.91770908846,78650.1705074979
3,83820.1910464505,86573.51490120878,91723.19084488838,86765.89597784307
4,93480.64095457255,84625.67975893227,87436.8653457864,83834.13210305636
5,93250.20996636232,89208.15688534024,87055.93419464184,91867.77559370591
6,93129.92085127125,86559.71294551423,79151.90920402172,81661.79867823831
7,93400.22493498042,84823.1519566738,91903.02347750262,84831.52212908173
8,75964.97360575358,86768.45316563261,94597.76591201263,78029.30894705368
9,87538.45051509034,87888.29643651652,77124.5248338846,80979.52051396092
10,82790.74544068164,94087.25145600716,86535.08560011402,76747.16821442558
11,77143.19468250975,94073.65411409414,91106.88384593368,83566.03350156081
12,88449.83064284954,79238.5772555887,85403.2912829322,94510.82022142925
13,91608.49110959895,79319.58569593431,83968.47034093617,86453.62976894826
14,86416.02823648974,93610.51208500697,80101.92154899836,88126.78963519128
15,90624.94303829179,77319.43499371955,85527.78383130867,83246.87221879368
