,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
1,2056.921690265102,2006.0941659102714,2047.5619201695665,2003.6546207253436,2043.3099979024153,2027.6494638314728,2078.748632214292,2039.1352989766497,2036.4083231481281,2020.5418050400874,2022.9659358887345,2058.690900190741,2049.4361321580154,2016.7174670837876,2083.14796624119,2019.9438435856002,2077.7098068936293,2051.6665571596354,2020.2238091975562,2090.463956612611,2045.7306864249763,2061.127532145905,2009.1069314836075,2008.3449521609573,2055.5048882149404,2000.74160630051,2024.3621439632082,2017.422610119382,2094.269547266395,2072.853143914164,2043.210052523744,2041.008995405281,2093.657812119746,2047.1133856145111,2046.1934330684458,2058.0722531461493,2015.5063002508205,2064.9575967633696,2041.1025447245593,2091.1637134190196,2091.2657586293067,2031.7325303318307,2047.7067890197359,2010.0498522393148,2060.2772428398093,2020.0143412900068,2023.484230576876,2045.6240649061692,2046.6196834293792,2022.8144142692024,2012.310820869356,2058.6942766590537,2031.2500401276966,2002.1674296300587,2010.3215137647055,2081.731221907205,2002.9081259176976,2075.0664228527316,2030.4365724467916,2040.5067814367173,2052.089929011076,2068.7201718223914,2030.9545200644827,2062.75122947527,2080.9905485938984,2040.909965165973,2097.233231577178,2064.7270884102254,2078.8469332303375,2000.6113068396353
2,2021.6908124590539,2057.5773450746224,2095.340035266502,2006.0444921807164,2096.709739997188,2048.2195566171467,2028.936779077943,2045.3379853267397,2070.276921061047,2021.0357925826268,2013.6655086232802,2026.8192927954387,2081.6698580130205,2088.7376258078884,2010.6325027988403,2041.537836549532,2069.614978570792,2043.9953247899932,2092.9062651476006,2089.4819831405775,2065.347796215268,2095.595388282175,2023.2226833315412,2077.6529628426624,2070.4855784842093,2048.6419169082737,2035.1778593329502,2015.594574752169,2063.231226330368,2069.0786284302353,2015.4368976001995,2014.196202172854,2070.460983638367,2076.014889014138,2064.7816812251667,2018.1625117031376,2011.6114430042792,2050.935502406944,2045.7310106214914,2095.0949364885846,2042.2844546768192,2048.535847239622,2011.2355547158475,2095.986399137809,2029.0887942671786,2059.0030154219266,2086.889105697078,2010.8992758948518,2082.7365921632795,2033.882612776652,2062.3794942387317,2098.2988821432104,2062.9794875876255,2091.7164322638155,2025.8823928254697,2013.3371636498998,2045.143809630286,2056.2948395215944,2001.9850570487415,2099.142048065746,2035.6415731198267,2004.7867047126251,2017.3923121013527,2089.3685837476883,2039.2909778127412,2073.0867360814027,2016.0843814823206,2061.34453892878,2076.3389497387275,2070.6724671277234
3,2081.680233343338,2022.3496407421492,2016.6806831897804,2088.001979615213,2036.03517423322,2054.2883837756217,2081.7613897641404,2016.4178668822046,2044.4702196138235,2037.9330033852887,2015.871961650757,2074.1910507546872,2099.5152609053494,2003.1935668080055,2003.2637666199903,2019.79871456926,2076.378348423688,2099.7718851821787,2057.854550785368,2021.8794725025734,2084.955159866847,2044.5871762525358,2008.5672051193326,2073.8699766417085,2008.259927058188,2009.5342660454116,2092.9525549517903,2081.4926431430113,2098.3644414589335,2020.279298046969,2071.505384975895,2044.0939843658616,2076.3643635594576,2028.9518852958868,2037.5921587577811,2075.1532723095756,2067.955158066447,2014.6930150278026,2002.1328218293388,2020.6671448401153,2047.5417802594338,2090.146481220959,2001.8278601498798,2007.0884837706558,2052.7806127248014,2001.2721143094395,2099.8563628843935,2048.962012658701,2082.3709867148646,2096.6964562490634,2024.1403287690193,2022.0110421712807,2096.996938497267,2034.0505759735252,2020.6974880121115,2017.2410658546412,2030.721545617189,2042.6314185082074,2011.519472560463,2037.5257167452767,2078.251893547036,2038.5957338994244,2030.1000993320893,2071.527252768995,2090.2434851761022,2079.4974050431965,2062.86509134834,2016.3860814381983,2074.8948699239763,2059.238565219192
4,2028.3590295661522,2048.1082569646537,2077.6810512777133,2022.6805563915466,2007.5364169936095,2067.314500679216,2041.1317687303813,2043.2749025867497,2088.7495878041595,2005.384438568249,2027.0644303224244,2017.0278713907667,2010.2728876784054,2060.0189314209483,2029.8712317526188,2061.9307085877963,2093.865152404174,2074.2718531646015,2090.372277890662,2004.7085417823257,2085.23240919479,2010.0844789062342,2015.5542399490398,2073.7133693356736,2008.3306780323524,2051.5111987564837,2010.7480397694821,2048.6125930526227,2031.1665117062178,2025.7685661887358,2074.552824478666,2071.7621747244903,2078.4148627460145,2049.966263291933,2092.4643754858294,2086.752310306344,2070.858763759708,2067.210471020382,2043.7345213733274,2027.1823784079268,2045.7363993865408,2087.3173077445863,2065.4643337850093,2034.2598078029891,2059.0323077095277,2059.184228999487,2000.5005541739201,2026.461766568103,2082.271580917534,2043.9177702834043,2005.662131362007,2049.7001838536007,2062.5593045190585,2046.0643326973202,2042.1394300575926,2057.2428202233286,2057.2090480601773,2061.6773803291935,2066.5682249232814,2073.4470322834727,2034.3267464867604,2044.0129928979104,2052.5260037101375,2024.937682402046,2030.6183515306097,2002.8402055841723,2053.4619609212145,2097.7294577824387,2014.3795985856889,2072.358792346675
5,2023.0651821619742,2094.6283220486594,2018.4809498423906,2046.7317663996166,2036.2180032481908,2089.516174914339,2002.3376124447982,2034.673577457689,2097.9325632936047,2002.6396274132387,2086.406771064728,2077.5021507417523,2098.6144121822863,2056.4369885474166,2087.143700953954,2002.622122112586,2039.7598214036266,2025.3168993316501,2014.734357954071,2000.5730205855132,2006.9262731507238,2006.664891004792,2075.26420029026,2083.3803829751573,2026.4509355537552,2072.364684782159,2021.4427215199955,2062.740522568329,2077.140063512815,2077.184866670174,2075.1787177236024,2066.8924376172486,2054.719391941298,2064.9596274674514,2071.3454688334414,2031.7400263027105,2067.0705341282965,2069.8316678867923,2030.5687411673762,2082.4016010542337,2006.8938166796697,2008.4435212161188,2033.4206335577999,2095.524754035719,2037.9938030811277,2017.0950705161413,2051.7379231104014,2082.5480414662784,2040.0249303376786,2039.5917351160963,2032.3108700101059,2090.6298052232696,2027.8501629621653,2086.047308524324,2073.5137556343634,2056.739137844737,2069.784936753116,2011.3263351026658,2049.4529318441823,2069.7734495349914,2031.932211415653,2013.3602060945857,2011.4376438242466,2013.3852598078406,2055.8306106442615,2004.3490133591997,2017.1965047889914,2065.820498092872,2020.2382767825104,2048.702283326072
6,2086.508109986068,2003.2853463982622,2093.3222545077692,2026.7460666980344,2012.4448278553898,2034.0698031786815,2076.558517345971,2009.0552979309396,2031.0120106682339,2089.091336958416,2089.414532330767,2027.0736942041235,2033.5384447414503,2007.7759411571258,2016.9704335861197,2028.008007569527,2031.4395952032364,2078.9678752600366,2098.282269189275,2039.4681452297125,2078.7790654604905,2020.4297017776353,2084.8267640321956,2070.518207130738,2091.9121844849037,2016.911044409927,2092.9848296280343,2015.0823089859198,2013.5592808494102,2099.5470444475804,2084.2856955432208,2068.0343788680693,2084.3495943541884,2004.1680693226724,2040.4026496933257,2058.1456491520466,2067.000855766141,2062.195370528613,2087.149863028217,2055.246796852199,2083.4455224998965,2038.4324998616946,2089.0470879254344,2017.1192546661534,2030.9034865089452,2014.8954136312789,2071.20595472479,2092.7528021020153,2026.470328229935,2050.120808664813,2036.0351528124725,2022.9483742216041,2072.889258643238,2023.7878708482497,2056.1727110917373,2018.288782817781,2033.1597801351193,2020.0304105932807,2034.00012639166,2029.0033586241282,2086.0052503427473,2012.409147285062,2074.3513135778962,2039.915435055488,2098.3463551244,2095.177573812418,2024.525100367185,2054.5483302789717,2043.075288917398,2013.2764648548675
7,2090.2848274334706,2024.887058422016,2083.49886884913,2007.089072835769,2035.301878819776,2087.31017663759,2035.1246170849563,2098.906432948961,2031.5829655817306,2030.6787182012756,2087.5812391880877,2057.9594151901383,2029.5948887547918,2018.5974220842816,2082.258306278326,2085.683341519181,2072.8582468769396,2032.1000657318434,2063.184801622866,2057.2932683647937,2048.0920544968894,2002.6480806271022,2052.0964037016984,2023.0015999261968,2046.5778068372488,2004.4200207329432,2043.366101856448,2096.4857984702376,2066.5324486234463,2080.4289413548313,2029.048717818406,2016.6004072267897,2031.3480981353366,2007.2274912214173,2097.869800500305,2020.1812530939033,2052.7314339700233,2060.649085115987,2031.1002849872148,2010.84560652454,2041.9748479348384,2092.43957967245,2060.154154432722,2041.9835617130211,2015.7534885073676,2078.3506922414435,2007.627975950348,2098.495755128957,2023.2089229915696,2014.1482755489023,2030.973297469119,2094.141572397825,2082.0882615799455,2067.7160886991855,2087.8899451933935,2084.118527564616,2062.0937376161714,2038.0187938672377,2065.8232035198484,2075.9985118712884,2061.8737102522596,2001.1331373032149,2003.4814815684174,2011.4428694196392,2074.939914736146,2073.087364439021,2085.698945854096,2094.32491568392,2038.1794584993954,2061.7000019202023
8,2032.7647558385083,2040.007236464804,2045.8010515165593,2076.701058025228,2059.603646358276,2087.648640290073,2038.5301294550206,2009.721153933884,2018.1222040603298,2088.383552835044,2007.204286846296,2084.4648654755265,2092.1737922118355,2056.2525118395165,2091.000103008023,2069.2590770073325,2077.878397873808,2069.457841162061,2039.1271248387454,2063.341636026908,2093.0391990773146,2051.94398289512,2017.7145242712575,2030.6720364017383,2081.5078928265875,2054.8134907536114,2045.4171495324586,2053.752818756559,2036.958143474543,2021.0452381516388,2000.3251274752067,2004.469940311328,2020.080076053324,2003.0681458601632,2047.100359616707,2094.9501261984733,2064.44043693801,2002.8946558947396,2077.6047137294513,2050.273463690354,2079.6976935927564,2050.623062123994,2062.4379326217263,2026.2195742842216,2044.7374146177058,2001.2645853724407,2038.1654021521038,2062.914081622584,2093.369825901756,2017.0858017022174,2026.2509351947738,2067.4819461391903,2047.1760553508147,2067.6877108412586,2079.2997679419746,2063.1852477569337,2071.356684030244,2094.7081790674056,2058.594186663672,2044.0312029741865,2020.9411925787078,2089.8428961647805,2071.393100280959,2058.0010407178,2089.3276773043985,2042.0225405924198,2091.570427464116,2050.1157695639113,2001.431865587049,2094.5484722017377
9,2067.281996998162,2037.0414067206973,2008.3308444798365,2012.2417971831908,2084.7868405050885,2072.765519322342,2051.167784041583,2082.317579541775,2066.7232007511134,2088.7901032818613,2062.3981707118946,2033.7994228325208,2018.5948588020412,2096.1306188924787,2033.4712078475382,2046.6982749128294,2082.855592476933,2092.5054003465693,2081.7858749878656,2048.2738289253107,2031.4130095085163,2064.1583308082245,2085.4546097531606,2058.146961703039,2068.7639684044298,2087.5984048867176,2086.61847842824,2011.6371553380072,2057.264227539011,2033.8202298442257,2078.75760897188,2049.1822832332164,2080.883232605926,2057.7226821798126,2023.0351862608306,2067.715824396683,2052.3634071398865,2078.4836367466482,2055.1260399282623,2029.0625968647598,2083.9524768641672,2032.555560029778,2034.4461009650852,2089.637182514141,2065.6061419110324,2093.6554407097483,2061.747726944726,2075.1850393304994,2025.1472605225247,2022.9269725027043,2074.1375316832455,2094.857407840238,2041.9312500416072,2036.1200663316633,2036.7879407994965,2073.8312077717924,2067.8230742489113,2052.8170757472967,2035.9158936839822,2017.375700390697,2044.1074159892446,2080.929259484235,2090.793695302332,2015.8518921997834,2035.5304211283853,2089.203495720117,2018.6982485170058,2034.3655099780146,2019.3385055485157,2066.785918176452
10,2096.963683544411,2033.040795900173,2004.0194128945243,2053.4684357947,2096.3430867943584,2080.2889610326743,2090.4604368696046,2045.972649384944,2026.00003812241,2026.6155022308126,2047.4577752810317,2021.5520237530584,2083.2413414243742,2016.4860968653486,2036.1450313931548,2089.596776121693,2077.9565533003783,2084.552248892779,2093.597881381115,2087.54344297129,2071.619143598977,2045.9921418057484,2001.1828156502745,2093.1029527439323,2008.4764264246755,2093.4557669723713,2084.560604274529,2096.163542377468,2027.3042873661736,2048.529128444154,2002.6702776641084,2028.1719531145548,2001.2540412498586,2081.710513587238,2068.533148833619,2084.5399565689363,2003.744214093322,2021.161063279872,2001.9402916544238,2017.3335929262084,2059.0010810415506,2000.7344326847588,2067.3926700596703,2083.0990249138267,2033.5458818226873,2057.04687855022,2070.116788776257,2089.3637155424913,2010.2428231276435,2089.618088254682,2016.9759909440443,2090.8360606192937,2041.868376177546,2054.414588887209,2091.0129005471013,2031.649754627438,2072.396995287755,2041.6287640736307,2012.2820772674775,2039.4309499348014,2012.7433448032593,2024.5933133010606,2045.677539874505,2041.1659905905312,2054.348891254034,2016.402012434748,2042.1935264580402,2066.732257835339,2038.4544001763434,2003.5131638143253
