,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,19.634006312400274,15.081976400019895,16.301378742554817,15.016357392210034,15.07675329782448,16.70764603954169,15.95755052139103,18.918569816202158,19.06999278165385,16.391933317881662,18.906769074973603,18.180769544485177,19.885391762318587,16.10430875098025,19.656544428388706,16.323918502869326,17.55426154635466,19.994268351120326,16.1786409916323,19.165675603612613,16.52452945996798,18.45474711543212,19.248721665527764,18.064905177821352,16.008551503165513,18.118494361221398,15.566035633316261,16.37140767851939
2,18.36340280361648,16.643536912685505,18.27257779631486,16.65664566564185,17.278500777814124,15.949240356195146,15.787139598233633,19.966125259285448,17.90972106295153,18.767176241538827,17.267162587980653,18.66398980113664,15.384115555484124,19.5209520671645,18.485173381922152,18.364364156386916,15.442986452428755,16.884027857528135,17.053156758218048,15.309479695687966,15.759555495613641,15.959962771716112,18.775656626568015,15.697902660154723,16.060638356146374,15.79605963730249,15.701663589002811,15.494975282688086
3,16.57967656304959,19.81764625364755,16.385280352510815,17.478684432601014,16.01450296112041,17.069645193415163,18.452198824259387,16.622262798198282,19.75293109980094,19.230348642313338,17.13441516241248,15.413482722047583,18.977913706073764,18.344490802624144,16.232670127964315,17.635955889388466,19.38532602806991,19.948523282419934,17.491727960680333,19.99616982022189,17.148475261500295,17.372491833104018,19.98150164504979,17.266215473455745,18.526623533955384,19.832925439075986,19.589271767438156,16.66515597275831
4,17.842863147091325,16.525895479831334,19.89142780206031,15.765301289608491,16.24606484007109,19.922517937719775,15.472321030788107,15.264003455474608,17.73441970148658,15.053309485836083,18.26057345874177,17.55201098389596,15.521719579575446,19.810296557647675,19.304576978636373,19.82775242029901,16.972762691574324,19.312424848804206,18.083664970115134,18.173318600272097,19.372817227107813,17.262104631174942,17.067450304876388,18.002185741735495,17.57744144499011,19.844752736672305,19.721229380090644,17.846286598432123
5,18.547124245765254,18.374852550444984,17.39767767820422,18.590847628461063,15.526398480999376,15.696369094123272,17.87771088397547,17.440070402737142,17.518824381014817,17.817514212390268,16.251166101497564,18.622217414852905,18.30757131510143,15.099335624646823,16.891108819545384,17.83804286696918,15.053989439986145,19.913758254261623,17.11718116657045,19.916743181180177,18.635553242912547,16.11083511895463,19.36628412879801,19.23828906613042,19.607025853452562,17.389237915389458,18.246324184002965,17.583707162665867
6,15.352665639377815,17.53801075076288,15.751115948470094,17.852018615678436,15.34001587004887,15.760522998191195,16.258811748335447,19.466683187600747,17.793498023356477,16.83637089953576,19.65595493680676,19.001228004221677,16.84429554078887,18.961028969080065,16.805902887058334,15.923979847748441,18.480212984966624,18.900824592680774,18.98397551076494,19.376513782249475,15.216602957501113,17.739330644809275,18.946772306284988,16.354622836237432,17.931032441900413,15.586456276800144,17.230431750983122,17.01926326609439
7,15.847749686330708,18.189356387457593,19.805822023176184,16.686310648719576,16.67052676333145,16.905753249694286,16.416468224064275,16.922748145796174,15.537327786023846,18.405029840923902,15.640514090612735,18.850491247878068,16.170715087256777,15.614893101941322,16.09119552989366,16.368982110234032,17.87021072181153,17.98968961019034,17.86805756598511,18.565880208784176,15.93929078524122,17.67285912228667,17.654742434986126,17.914483257597112,19.78721277811372,19.684973192374493,18.558304427617394,18.414898663069604
8,17.04462607826981,15.577570282673681,15.349807835905393,19.744009180740008,18.48786247557314,19.778161785287764,16.87407604123248,18.4252561273455,15.8884150133327,18.8335090837645,19.23065532894324,16.507511091880122,17.053103139309076,19.111846195773964,15.330637275633734,19.716026393177632,15.789153659729664,19.112047580162336,19.938443682967364,17.779378647447217,16.5141393613234,15.301145504435128,18.609316028977823,17.955074286635078,19.177507975028952,19.12296246007734,19.40941909921103,17.51324471976452
9,16.02439451909981,18.97028814582256,16.185230528314914,16.078541568321334,19.951140698815294,17.924995412320563,17.3438713200901,15.171896619188278,17.11228059489348,17.307863499615742,15.858387488439158,19.177890049337616,16.702075387780333,17.094864387263637,15.9362201895622,15.78273839199167,19.90294825193571,15.435032092923738,17.48359175371175,19.94523217834346,18.730957399929164,19.531367307368896,16.020158893721813,19.42747987374146,17.86100298006639,19.040933498773597,16.6250405177047,16.199242567235306
10,15.843137047842909,16.424317222396954,17.589089802959048,17.46411283130185,16.29280190209948,16.714937371283575,17.060373582747683,15.996139972057938,17.282657754433327,18.8101795403511,19.12762990503735,16.837690009511057,17.31885671086863,17.457662315167873,16.859408977289988,16.499786736194267,18.113112045713752,15.984426344300966,16.571996791225423,18.87968617988616,16.84031027435394,17.312549983834245,18.735518058349147,19.802436504775432,16.99094529621326,15.444677236649694,19.075665551075744,18.49016657818902
