1,64642.811909695636
2,55190.84822723684
3,42627.96793386269
4,49096.31857860512
5,63134.00939787323
6,67667.82426855991
7,64364.18186544602
8,67576.67366113722
9,46497.847408707654
10,68926.34568973981
11,60079.469306787156
12,53571.95607624794
13,66744.95553004279
14,40980.60638360308
15,47938.465062311945
16,49137.42891035619
17,68760.09844512204
18,40636.52511705168
19,43291.8031408022
20,53875.481106981126
21,55243.440901277405
22,61835.76369256593
23,48578.90845462987
24,41329.03786576823
25,55958.35149210012
26,44610.816934848335
27,50778.17021223002
28,60958.7886644137
