1,56939.95783579112
2,45099.739376797734
3,62315.47022705898
4,69620.30873091499
5,41905.83180352121
6,51453.93188270334
7,68308.57085340795
8,55293.349464266736
9,71702.86848031396
10,78211.823886667
11,42846.33908710464
12,60965.714015592916
13,52428.39148904462
14,40697.77387525491
15,71859.11446696545
16,59081.07808731779
17,78519.00722731478
18,54026.57343748771
19,48443.316300684
20,76494.70478069693
21,58486.41069672571
22,77053.76183116683
23,48128.41307166548
24,68851.05030491391
25,58582.429954966705
26,65102.50528389716
27,48080.25475400724
28,65091.94330966979
