1,21756.235933443953
2,22217.307713566224
3,21604.73795087528
4,21436.362489952517
5,22386.30271005854
6,21943.486072706055
7,21463.945135297923
8,21808.53576368393
9,21394.6443443536
10,21278.579056600254
11,22333.921686907826
12,21640.266199038095
13,21907.36349447028
14,22457.136852411528
15,21391.611916480982
16,21692.589289792697
17,21273.57697876257
18,21850.941002499567
19,22064.26825486735
20,21307.280030515714
21,21709.798888472367
22,21297.79517084592
23,22077.774720124165
24,21452.410668495828
25,21706.996450588882
26,21536.039197937513
27,22079.855868310795
28,21536.288439327396
