,1,2,3,4,5,6
1,87834.17712064885,91393.20949724576,103671.33550284884,84405.01433927611,130383.6149968732,85338.45260127622
2,63371.33985474729,111675.7536906235,47024.69288493326,62076.334608089936,53459.60417545885,107349.86984711728
3,47237.157179359696,87373.56969142873,62245.666128272416,81672.3591877577,60134.70906283602,67256.06631887845
4,130892.51852198545,105304.02044647661,62856.391922253504,113269.77603818908,76793.43084474409,79653.6935019851
5,53901.72088106312,71002.46419479414,84329.1185844803,61610.839250100995,59156.85465759938,85453.4470251945
6,121707.51565284841,159533.08319368187,84661.74486682656,117218.33508528188,39531.952736008665,76634.7958515471
7,64566.175051089696,74947.15933966503,41054.92444700554,92545.90036693723,104560.93444471319,87011.31569600407
8,66889.31410889856,107868.18420960773,161119.11733199534,111882.20091512665,93135.01872640576,170578.41083332192
9,43862.99089670145,124195.13092143106,89577.5637448122,110101.45529164826,96010.78808947818,85488.36757981557
10,44155.885557632806,103237.33800852422,85617.40553572946,69768.39339192133,52222.1504605034,69390.55260608972
11,77779.98233509452,107580.31932852663,111671.14772149842,118352.83254814593,60368.33132164965,40178.11981825925
12,106933.95322370114,51327.1410419672,140697.1197410479,96168.84189834542,50077.46956719057,78982.02103988822
13,34590.940931226454,133474.70909293953,41785.693644422514,43984.374072702165,107158.77609246809,123412.96690912577
14,89738.9107856689,127481.67781077305,166080.44397558674,100435.88178665053,82815.54032121896,68813.49629897425
15,78478.99852354602,74596.02218867959,149183.30817242517,73569.91896103091,76305.92772712266,109737.50590198065
16,63276.47904293514,84308.3549172974,88879.48537174294,96451.22678050578,122814.89830289067,86830.2393017014
17,120217.4709296267,64675.64514635643,65929.55753072115,110688.37624671575,49844.87534670311,33754.30469868807
18,81289.48263716165,98611.69587246983,97590.2857308376,71387.67811675834,55926.47486970295,115994.54658114674
19,89935.45326183102,27997.925648499484,93928.38761193634,58507.70522922562,103413.61548059197,95185.22215883312
20,123239.59188170392,66501.53604669943,52400.17100172099,67905.44971067781,75078.03267428232,85497.30690301364
21,99257.43077514431,118195.27736694925,84361.71674774794,92512.89318900238,153016.21223008083,78051.02436229322
22,124554.20993193427,68988.64245290121,115121.58227019061,120096.37211370113,83011.15152717539,70266.76643004976
23,138168.23539656962,130893.27386439219,99025.87028359572,81470.21811872377,48701.18586493759,64174.27883251482
24,74458.21670506068,172453.315082811,121552.26670541753,173390.0369915355,94876.88324908385,93586.4458853723
25,165075.8765459928,50688.5715072352,57200.0505137088,90579.21784444172,84917.57607889043,103428.97570512534
26,92917.88661202756,74470.22095936882,82198.59413674087,98066.60306729436,117882.97942666127,113116.48958988456
27,96461.00532132183,84428.04590069893,120609.49126868897,147672.281206261,161416.10827202984,109576.8521590403
28,46579.75866099811,86271.6441623746,70281.77979449491,99967.13581416955,43151.92469211683,67636.85417252363
