,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,40.1841392253546,52.918152953605876,35.82088469550686,39.637856664141225,36.438801007645445,42.17728865243745,45.55309294529769,35.47353854180351,44.09023151813312,50.193969834303296,36.541138973410405,45.543961151744035,42.43533898825328,33.10126331024395,41.86010046635974,34.94800924590879,42.125288411820286,50.50063920045435,37.646289141505335,41.88328687901001,42.914264857351604,31.6482266828945,51.12246704504197,43.76313748323195,45.77567098398285,42.122889809113516,39.19576872345185,33.46496972729285
2,40.53887569373379,40.29601411344375,39.32143809726095,40.01764398492471,49.47771959198471,45.71922785184713,44.17446383119094,37.518532903581296,45.38609601781974,36.12512396450509,39.243824255942535,39.06668956285367,36.90548338501462,35.031838905298045,46.33755872910358,43.13773570859108,40.14227332714256,39.3953038751397,47.49618919963886,48.94504066446228,43.23520620718159,41.59846857991106,34.21123337154105,39.30683373276965,38.22982520695553,39.87969877269103,38.19663431791063,39.17217921023951
3,42.6303173866037,53.215102502468376,38.48029163541629,31.450704593315542,49.73728801953383,45.98739314320402,49.54615860035586,42.93060423774416,40.58908607552724,51.50763347413637,46.400747975715525,42.808023199261804,39.85759900654975,42.50061111159666,33.50531090644196,46.27519028459023,42.13873278097558,37.23665165837597,35.021260724063715,42.60767973927621,41.80088300717569,43.002124453386465,39.83192389955406,39.80150344881849,36.31191519090264,40.15553876970593,35.64357347051887,41.66728478108947
4,48.496362411758895,34.33124542570922,45.74919268908629,35.349186870292954,43.82656633684734,41.385219997936666,41.84927318177731,40.790928326647474,35.79804079190856,36.83707130535625,35.046875690944084,46.030478309233644,39.65082914877386,38.42959312017007,40.92935262039327,42.14933656969462,36.60192984825067,39.84372811305619,44.01192390880615,45.14610713692829,44.8274524064923,42.30843823869491,42.399737442818406,45.07149882380552,39.74828235027337,37.23038672439675,41.276154784368224,45.85648928954827
5,37.974054081887786,41.401723307853985,35.85365651326329,40.95473102672112,37.012222798250534,35.651083600907356,41.376204812210105,48.884779920500556,35.470765354163284,47.92137455783691,46.35516354207904,43.86321821798512,34.6516011521261,40.61340136667362,41.74142444912236,46.011816330789074,50.535031761290675,39.30524629109592,45.38678002231832,49.60605759432642,38.940900014148504,42.72201200487762,37.03810757989856,42.11366405186223,45.74596857476054,47.61347967111579,42.5333311641519,45.85592258789747
6,34.488901322993556,41.17161010830059,34.312926714259575,49.62528824564925,37.17970345948302,44.1112552991103,48.87421149993554,42.65789881902948,44.625313449791115,33.070365479307235,43.67610715733518,32.121302511601876,47.009913317923676,48.41562695208184,46.172672255556726,40.14660968706733,41.51565935537147,40.75232282556649,53.773956081915514,45.1875567829942,51.293766077894716,39.4946361598321,41.80395352657893,35.09909485631896,38.952778606395704,36.36520689021297,44.5366390385607,36.28786356122322
7,38.77702660855714,37.07362839355924,40.612096424399965,33.088564779361924,42.58980055460606,39.62104618508031,37.63528236250411,39.923805725115756,47.97850621610463,38.121999685642876,43.571381356874895,50.620288525694356,49.54358924913947,43.11159676689868,40.271912427173795,43.39846961360622,44.10776345211531,44.73167838158633,36.51838493619652,43.32512534658361,45.99062665584247,39.74197543186909,38.50747705908707,43.78788235420594,44.15275547768734,36.57009705069842,36.84394643879196,51.162765408927186
8,43.29800210330929,38.35350888698131,39.134510249632704,48.114744504976166,41.20299846926088,40.89325383037297,50.110145714125885,36.54492150064744,44.08619512763134,42.862924914926,38.267300236437286,40.54719532749897,37.04078089640736,41.02313119078172,42.79720492630522,47.3740529713596,45.53978986711201,40.901206742631345,40.314299416549055,39.02584711168847,50.0495657138264,35.726263451992395,35.657386703067374,32.81584284246291,35.550232376843056,38.011702256910844,41.02902966321241,41.36927417700251
9,42.48665970140492,42.64745150336761,33.290240588100936,39.439188772098106,31.334716666384043,46.05286655183326,36.705801876299496,42.18845912764426,42.76845426290809,43.982966776708025,45.7466584206465,30.967048618454733,49.472387132582504,38.12455501726049,48.567856927590135,47.94348437267351,38.7790997799929,40.99739759563174,49.791363893535866,40.341683827469815,42.941344194112766,41.96865814465608,40.21779387207708,39.115688516749984,42.499982985184836,40.98599732146395,37.31749611267724,50.715366949191
10,39.029901713933846,39.3308973996223,39.04712129849664,40.37990143130585,47.901442223863164,49.02851896751948,39.997566857644735,33.113433831607296,38.77949985388639,41.44928041689061,50.786998533343514,32.0392332453343,37.19419957499171,42.92588739413528,45.58336179724361,42.47986562444793,39.97360101732922,42.190916822107106,37.71663162510243,40.47148744976857,36.7542344690505,35.89001134822329,39.06654887137549,34.348792517371464,33.877006566760926,42.078796290064474,37.69216443501268,46.94065842168399
11,41.02632295866868,35.042466854217444,46.91798156067159,42.68129271431659,48.245419859527786,44.88102043505724,36.84120633317176,38.10520201760695,37.42475478516792,43.39925348034924,50.02184875279522,43.87807754399974,45.39007373950687,33.29755115702777,52.16959926719861,37.59110231431415,45.98793912397997,51.71045079097146,35.8577258441313,43.9985835363191,48.6750778824232,47.081133556517045,39.90970263535289,37.5881170084999,37.87710074783545,40.73827054028934,31.009474584337855,45.121752200370274
12,41.73619296562021,41.86919964545887,41.88390169000602,41.55561060432173,40.037879081246494,40.012570905101974,44.82102720058265,36.310072058316706,45.128384348976944,41.51002158314431,47.01170679144772,39.88196182674031,51.57809236565195,37.82971510331799,37.718515788048215,40.3672506039973,40.540270287733506,41.639491111479906,36.392143079928466,43.02729484807633,45.841859728844945,35.210260456848836,45.47203748945257,39.590405498405616,37.16824785922722,38.53413660897788,43.04454933230663,42.30318781822613
