,1,2,3,4,5,6
1,14.137611524801489,15.12189113480796,18.05723414674417,23.825272834777056,19.868352262134515,12.268262626101063
2,11.965126211814473,16.558745795298456,17.82925140536963,16.516334310296287,11.558629079354272,13.834586968991399
3,11.544110417486548,19.219554404607106,11.297257871111874,10.817563070696098,14.12498341095571,23.99683034744087
4,10.164786600414722,11.018997965735027,19.632620173275065,22.24943868077269,13.403401435353306,13.900513469449482
5,10.92182030438218,11.658228001904492,18.547455668749333,23.981181455320627,23.82313405264265,24.006252020355213
6,12.133925423657985,15.018287313049292,21.908262927562422,12.09060977052065,20.186410765467762,16.153738166952078
7,19.91281574714284,11.350618553762578,10.03947048827294,15.040946490468219,16.741144633978713,15.968942953943905
8,20.645539368425492,23.929562752616995,14.395700851337022,21.61556077544295,14.464850881931374,10.328034861638223
9,19.517035449608887,10.048991947901296,15.738100088828197,16.895552751229992,16.615106448869643,12.682986621176292
10,21.958464879387193,14.90893362953512,20.387290598557826,11.76417364633554,10.548479615547908,14.473830315704653
11,13.231335532936201,15.888788263035043,12.93110892030656,18.139107854991103,15.333842656484773,20.09708693516962
12,24.13213617450252,23.678595324140133,17.112900708503,23.051779299285236,20.520254039421552,16.58981419078358
13,23.838650246670568,10.959769645944316,13.104823803387468,17.88730768748598,12.502640523040926,23.59983125323059
14,10.72846870632692,19.69578481222458,22.378896625440955,21.55138831420477,23.710912546329226,17.34389768970711
15,18.02908368408694,16.769241099313763,19.44772807830755,16.644435810120918,20.05199122784762,22.46573265906692
16,17.597901945755265,23.625885044724065,19.69744077469886,18.369669405670393,15.624161717952667,22.59802978045235
17,20.90129303471327,24.302743470870524,23.33226299961898,10.388586273293807,14.189005835221948,14.467414538044931
18,17.463319336867023,16.829443058206387,11.784023107921428,22.060088084339707,14.257447114002812,13.170026912565662
19,19.6086496176096,12.257238620470378,21.509923128865516,22.378139379794224,24.430063063460565,11.629128718115876
20,17.66747978481471,15.997355043813586,11.154767780562365,18.06621901486063,10.47592106278437,18.7235991265686
21,13.95920451327436,16.5097306035794,11.318809421949833,21.75632267190238,12.01153683266803,10.97031753443893
22,11.31750133109065,14.694032771385201,11.249996178387821,17.41008069628419,18.365491115243174,20.059827978274818
23,20.36627069743345,16.15942437813249,19.99948863044824,23.809430846177868,20.463626918361705,10.164556714813457
24,21.157873648893393,24.621304967908674,11.584988933717918,18.912839752286317,20.700441800656424,24.287504196695153
25,17.050264488925777,11.611701053963898,23.929713098282697,22.748527025786466,16.322279938883014,24.267032001426724
26,16.441317632161947,22.942366816695824,19.784158662760298,11.101196688901256,17.105166510838774,19.24913136449924
27,19.55847188213178,18.87177327786405,15.7398400146647,12.168732071283175,19.663877890168223,12.912226143597355
28,18.933845569130767,17.04821107376034,18.34052864010404,23.1043071785166,19.160239447358187,12.95919162077723
